PC	r2	rho	lc	up	test	gwas	contrast	chrtype_gwas	chrtype_test
27	0.0768006572014394	-0.026012130273694	-0.0290752073271018	-0.0229485646973312	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-odd
28	0.0769525528486156	-0.0123245947419307	-0.0153894087705622	-0.00925954912869466	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-odd
29	0.0771361916205172	0.0135513385532941	0.0104863787229355	0.0166160437560717	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-odd
30	0.077303040577432	0.0129170029092802	0.0098519975694876	0.0159817655364857	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-odd
31	0.0774866222179004	-0.0135492308810405	-0.0166139362787033	-0.010484270895385	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-odd
32	0.0774871901377302	0.000753605021785691	-0.0023117957554349	0.0038189916362903	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-odd
33	0.0775155456629818	0.0053249902270354	0.0022596316747096	0.0083902487080687	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-odd
34	0.077719725795969	0.0142891616701384	0.01122425787756	0.0173537969770682	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-odd
35	0.0789501663623696	0.0350776371540088	0.0320156842622642	0.0381389316323813	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-odd
36	0.0790764936036168	-0.01123953966325	-0.0143044422599848	-0.00817442586517633	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-odd
37	0.0793732269169153	-0.0172259484126927	-0.0202902724349214	-0.0141613007541371	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-odd
38	0.0796815051171413	-0.0175578540564049	-0.0206221395731878	-0.0144932386713538	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-odd
39	0.0801710170722729	0.0221249163155777	0.0190608136140408	0.0251886034204981	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-odd
40	0.0802063470745175	-0.00594390491237449	-0.0090091361988854	-0.00287856192423162	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-odd
1	0.0908014705336606	0.301332823525186	0.298543193708911	0.304117304511554	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
2	0.0908270348127066	-0.00505611257708973	-0.00812138214066169	-0.00199074799491465	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
3	0.114512652705604	-0.153901324575541	-0.156892702989993	-0.150907122353181	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
4	0.118038626223449	0.0593799081500519	0.0563247651103624	0.0624339391801637	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
5	0.118059282464827	-0.00454491237866737	-0.00761020179043587	-0.00147953755476879	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
6	0.124267481559441	-0.078792125968936	-0.0818377552125898	-0.0757450251541414	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
7	0.124330149946261	-0.00791633634678194	-0.0109814652995908	-0.00485105862922551	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
8	0.126357427862465	-0.0450253043145885	-0.0480840631715119	-0.0419657009991008	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
9	0.127239557872137	-0.0297006733487536	-0.0327630858929997	-0.0266377031232687	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
10	0.127935856405455	-0.0263874702645785	-0.0294504835097045	-0.0233239614571472	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
11	0.128126564158969	0.0138096976452022	0.0107447570574893	0.0168743787526408	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
12	0.128549843239945	-0.0205737492122845	-0.0236376539007493	-0.017509458038871	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
13	0.129389917591812	-0.0289840376130018	-0.032046585789544	-0.0259209451883819	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
14	0.129994272233264	-0.0245836251413551	-0.0276469371454957	-0.0215198514090259	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
15	0.130029123528489	0.00590349815764435	0.00283815408171227	0.00896873129124071	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
16	0.132639795672879	0.0510947372245806	0.0480368655894954	0.054151651127869	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
17	0.132927016578106	-0.0169475933807354	-0.0200119491752019	-0.0138829191765693	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
18	0.13539398411223	-0.0496685760220273	-0.0527259437320967	-0.0466102771783248	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
19	0.13542855726366	0.00587989470773629	0.00281455000100796	0.00894512891566941	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
20	0.135444092321168	-0.00394145462673215	-0.00700676540691976	-0.000876069774762457	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
21	0.137149988057509	-0.0413024901257063	-0.044362268923692	-0.0382419364418213	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
22	0.139259802324095	-0.0459327126766374	-0.0489912100565617	-0.0428733538907708	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
23	0.139504897974208	-0.0156555305184906	-0.0187200275737799	-0.0125907393162563	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
24	0.139590201507886	0.0092359906871537	0.00617076995702153	0.0123010378573636	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
25	0.139737103713596	-0.0121203224474882	-0.0151851537013956	-0.00905526344620604	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
26	0.140965004147035	-0.0350414111901131	-0.0381027137940634	-0.0319794508510856	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
27	0.141792975478383	-0.0287744905081528	-0.0318370777493477	-0.0257113629471083	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
28	0.142571679510851	-0.0279052682820118	-0.0309680146936603	-0.0248419978467039	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
29	0.142625432291014	0.00733162939388237	0.00426632984009654	0.0103967911695758	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
30	0.143690181728438	0.03263049876815	0.0295680608879887	0.0356923240665472	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
31	0.143916239857009	-0.0150352306936085	-0.0180997919303566	-0.0119703869591587	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
32	0.144770128700166	0.0292213774012932	0.0261583250985293	0.0322838810069153	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
33	0.144888889522651	0.0108977436797313	0.00783260989831805	0.0139626726809185	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
34	0.145091256178364	0.0142255635751389	0.0111606548208172	0.0172902050383012	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
35	0.145447250451686	0.0188678117860569	0.0158033303713349	0.0219319387385927	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
36	0.145448501003666	-0.00111828202463992	-0.00418366311988781	0.00194712008678945	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
37	0.146380179577332	-0.0305234094692108	-0.0335856624191173	-0.0274605834182018	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
38	0.147477223928037	-0.0331216614611531	-0.0361833831631898	-0.0300593179767157	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
39	0.148035935884881	0.0236370874656611	0.0205731827004254	0.0267005482602475	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
40	0.148718377822797	-0.0261235901475732	-0.0291866483427959	-0.0230600413389671	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-even	test-all
1	0.0495618251572345	-0.222624852963982	-0.225536334916085	-0.219709394514245	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
2	0.0496741869595848	-0.0106000846764415	-0.0136650360890055	-0.00753493407570689	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
3	0.0637611075717836	0.11868833346008	0.115665020043079	0.12170944775304	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
4	0.0656169223483566	0.0430791687101859	0.0400190579776212	0.0461384713455325	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
5	0.0656820927584056	-0.00807281820484714	-0.0111379380179468	-0.00500754668675351	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
6	0.0693936169053941	-0.0609222796341757	-0.0639757275476335	-0.0578676910395371	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
7	0.0694025180885213	-0.00298348539018241	-0.00604882550701792	8.19107956851283e-05	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
8	0.0722819913178276	0.0536607238341577	0.050603652259877	0.0567167898502569	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
9	0.0740247616529521	-0.041746500144308	-0.0448061617575473	-0.038686055343921	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
10	0.0761388411446909	0.0459791192376111	0.0429197730931869	0.0490376031094863	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
11	0.0765260406312038	-0.0196773861145458	-0.0227414098128858	-0.0166129927564037	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
12	0.0769782471675968	-0.0212651482798227	-0.0243289578069732	-0.0182009392911148	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
13	0.0781774919417823	0.0346301138292039	0.0315680695006505	0.0376915081241736	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
14	0.0784775857731326	0.0173232168654308	0.014258578594995	0.0203875296731811	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
15	0.0784839948329297	0.00253161208271417	-0.000533787496433354	0.00559696408482539	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
16	0.0793550582736841	0.0295137834725589	0.0264507810754611	0.0325762316914587	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
17	0.0799445460497687	-0.0242793685525463	-0.027342728983022	-0.0212155521016277	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
18	0.0809097788981122	0.0310681962081942	0.0280054679087832	0.0341303411972931	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
19	0.081722576924787	0.0285096128001761	0.0254464412102959	0.0315722490358813	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
20	0.0817892487190321	-0.00816528028110209	-0.011230394623173	-0.0051000124967135	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
21	0.0820417291153506	0.0158896305129474	0.0128248597494799	0.0189541027332423	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
22	0.0835225202000165	-0.0384810463774531	-0.0415415415895754	-0.0354198290504216	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
23	0.08409395725788	0.0239047497361465	0.0208408814673152	0.0269681690125988	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
24	0.0844516213246088	-0.018912009621311	-0.0219761310404725	-0.0158475329102294	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
25	0.0844521667803419	0.000738550021450069	-0.00232685068316581	0.0038039368462826	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
26	0.0853966232702189	-0.0307320101303906	-0.0337942219566526	-0.027669221293764	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
27	0.0854764700927543	-0.00893570502901407	-0.012000771746989	-0.00587047039307709	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
28	0.0859864948455515	0.0225837276918541	0.0195196835648501	0.0256473476125894	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
29	0.0859868014746409	-0.000553741797586885	-0.003619131091085	0.00251165790254286	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
30	0.0861736399164338	-0.0136688846630105	-0.0167335789538192	-0.0106039335367693	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
31	0.0878098776787238	-0.0404504354740013	-0.0435104357655055	-0.0373896762292456	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
32	0.0880978086307372	0.0169685290830443	0.0139038568589101	0.0200328825043674	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
33	0.0884271096298738	-0.0181466539510412	-0.0212108694977459	-0.0150820974811567	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
34	0.088545534410331	0.0108823141038447	0.00781717943722817	0.0139472442801048	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
35	0.0905746590508421	0.0450458064750059	0.0419862086287056	0.0481045594797832	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
36	0.0915033931276514	-0.0304751377210316	-0.0335374001492572	-0.0274123030963574	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
37	0.0918502368997525	-0.0186237404321216	-0.0216878977256793	-0.015559233258448	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
38	0.0920578907690504	0.0144102008551253	0.0113453065741963	0.0174748243770854	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
39	0.0943831203618692	0.0482206357451163	0.0451619159312784	0.0512784514413202	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
40	0.0944739305922351	-0.0095294391949808	-0.0125944667284705	-0.00646423258816009	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-even
1	0.0487147030746066	-0.220714075388514	-0.223628169390925	-0.217796035504757	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-odd
2	0.0487269793634763	0.00350375387690932	0.000438363148353763	0.00656907875918122	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-odd
3	0.0602814544152995	0.107491743667322	0.104460768544831	0.110520722006662	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-odd
4	0.0622460257733706	0.0443234854935294	0.0412636965143836	0.0473824431246297	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-odd
5	0.0622486542914767	0.00162127154041801	-0.00144413107342726	0.00468664368530358	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-odd
6	0.0652531864699227	-0.0548136131022937	-0.0578692850293066	-0.0517569141417208	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-odd
7	0.0654740184101542	0.0148604149772891	0.0117955568641129	0.0179249938759252	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-odd
8	0.065607118871186	0.0115369177463826	0.00847182191743904	0.0146017967874469	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-odd
9	0.0656071974929172	0.000280396504850352	-0.0027850013256784	0.00334578906580434	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-odd
10	0.0656958740874653	-0.00941682609326737	-0.0124818612249172	-0.00635161400408837	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-odd
11	0.065696562259621	0.000829560524031513	-0.00223584059830419	0.0038949460561995	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-odd
12	0.0657245537187296	-0.00529069524577812	-0.00835595516503397	-0.00222533589969109	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-odd
13	0.0657719726238733	0.00688613889837566	0.00382082411440648	0.00995132427521849	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-odd
14	0.066268917813943	0.0222922676979526	0.0192281862119203	0.0253559304469376	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-odd
15	0.0664784048902421	-0.0144736685784977	-0.0175382858850371	-0.011408779320968	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-odd
16	0.0689701082748813	0.0499169646261235	0.0468587392904078	0.0529742541948853	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-odd
17	0.0689806648691566	-0.00324909044255276	-0.00631442298924447	-0.000183696835379533	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-odd
18	0.0701737906473736	0.0345416521076746	0.0314795898502393	0.037603065988048	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-odd
19	0.0712114946284793	-0.0322134133020524	-0.0352753254115276	-0.0291508964245058	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-odd
20	0.0712122699322632	-0.000880513285308194	-0.00394589807159748	0.00218488804871715	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-odd
21	0.0715853064357819	0.0193141520274975	0.0162497186636878	0.0223782225500877	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-odd
22	0.0744906665784886	-0.0539013912949973	-0.0569573757170176	-0.0508443968311062	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-odd
23	0.0745005308019052	-0.00314073598776793	-0.00620607167495338	-7.5341276376199e-05	hgdp-all	WBS	EUROPE-MIDDLEEAST	chr-odd	test-odd
