q	p	q_NoSign	p_NoSign	phenotype	covar	pc	contrast
-0.399282897798715	0.124332775094313	-18.6255020731207	0.0980391470382886	Cholesterol_Normalized_30690	TRUE	10	Lat.all-PC10.results
0.0676853315269622	0.689365546056885	9.80914724978532	0.283335906830454	AspartateAminotransferase_Normalized_30650	TRUE	10	Lat.all-PC10.results
-0.03153887667357	0.918619997314865	-16.8284887079368	0.236918504535353	HDL_Normalized_30760	TRUE	10	Lat.all-PC10.results
0.10691006326957	0.427139197924141	4.31217178476881	0.554779997326993	BasophillPercentage_Normalized_30220	TRUE	10	Lat.all-PC10.results
0.385651544820841	0.123536071192538	11.1600604427185	0.529095747392282	BodyWeight_Normalized_21002	TRUE	10	Lat.all-PC10.results
0.185331364972397	0.529400036630277	13.5093547427541	0.278805827163496	Triglycerides_Normalized_30870	TRUE	10	Lat.all-PC10.results
-0.00287936523660851	0.987519422705949	-3.97860524236823	0.67570396839961	BirthWeight_Normalized_20022	TRUE	10	Lat.all-PC10.results
0.655063947602057	0.00913765388782341	28.1916963707502	0.0195857965162575	EosinophillPercentage_Normalized_30210	TRUE	10	Lat.all-PC10.results
-0.0783798030947794	0.765699836449288	-7.72749398966476	0.654851189679986	BMI_Normalized_21001	TRUE	10	Lat.all-PC10.results
0.538174734467798	0.0584302217202138	32.8438572229276	0.0609733034031188	StandingHeight_Normalized_50	TRUE	10	Lat.all-PC10.results
0.52888252676391	0.00468105774126136	25.5868295067633	0.0488984374551692	SystolicBloodPressure_Normalized_4080	TRUE	10	Lat.all-PC10.results
-0.0789461069014495	0.822092238836398	11.6471656219563	0.437822386680228	PlateletCount_Normalized_30080	TRUE	10	Lat.all-PC10.results
0.133638408346968	0.646832288834711	11.7523370061396	0.34655147773221	AlkalinePhosphatase_Normalized_30610	TRUE	10	Lat.all-PC10.results
-0.280225627934755	0.240803535377546	-15.7409081709395	0.140140369129675	LDL_Normalized_30780	TRUE	10	Lat.all-PC10.results
-0.151982289746618	0.550851155724428	-9.33667156492989	0.496531876004633	TotalProtein_Normalized_30860	TRUE	10	Lat.all-PC10.results
0.245549767483741	0.434907885857657	7.4045694419581	0.567992922855046	MeanCorpuscularVolume_Normalized_30040	TRUE	10	Lat.all-PC10.results
0.0260976933500386	0.901935661476868	15.3056168108658	0.214535627524096	HbA1c_Normalized_30750	TRUE	10	Lat.all-PC10.results
0.0834853399126786	0.69965522872466	-0.0205422578986086	0.999013548762542	WaistCircumference_Normalized_48	TRUE	10	Lat.all-PC10.results
-0.032210016542097	0.799969291685361	-4.22573938378479	0.537336003037532	AgeOfMenarche_Normalized_2714	TRUE	10	Lat.all-PC10.results
0.348534118678189	0.15984808065162	20.0490482734177	0.215327305473067	HipCircumference_Normalized_49	TRUE	10	Lat.all-PC10.results
0.00291198551793071	0.978793305721494	6.83784056690028	0.282595571514105	Glucose_Normalized_30740	TRUE	10	Lat.all-PC10.results
0.241632323486409	0.0880200302085945	5.25246421730991	0.492813687552181	MeanCorpuscularHaemoglobinConcentration_Normalized_30060	TRUE	10	Lat.all-PC10.results
-0.287310713458669	0.539237227783196	-24.2160162688778	0.267249307161699	Cholesterol_Normalized_30690	TRUE	10	Long.all-PC10.results
0.0695637004798231	0.813227752802741	-4.36298664706184	0.78751071411653	AspartateAminotransferase_Normalized_30650	TRUE	10	Long.all-PC10.results
-0.0459815860607538	0.928334263709684	-34.0515696033027	0.192227009888057	HDL_Normalized_30760	TRUE	10	Long.all-PC10.results
0.298086796040593	0.198201105437871	19.1482944056558	0.138344534721608	BasophillPercentage_Normalized_30220	TRUE	10	Long.all-PC10.results
0.599658117404433	0.214140231301192	32.6186349797955	0.354840935737413	BodyWeight_Normalized_21002	TRUE	10	Long.all-PC10.results
0.265461359263543	0.600934123865022	12.9363577148077	0.585131964865066	Triglycerides_Normalized_30870	TRUE	10	Long.all-PC10.results
