PC	r2	rho	lc	up
1	0.512979814521627	-0.716226091762669	-0.720468319876961	-0.711930262486561
2	0.762878663215034	-0.499898833591242	-0.506444984600616	-0.493295062976005
3	0.763309254054603	0.0207506795228317	0.01198759600287	0.0295105758724135
4	0.82341836548695	-0.245171597758654	-0.253392323125565	-0.236915463723841
5	0.920490888199213	0.311564651296819	0.303628580786217	0.319457493894371
6	0.92118444317692	0.0263354475966823	0.0175742404981923	0.0350926108045377
7	0.922262424546716	-0.0328326334635978	-0.0415859294723793	-0.0240742978402006
8	0.922581334816593	0.0178580446986635	0.0090942043327405	0.026619141877801
9	0.924079864753879	-0.0387108416772297	-0.0474600018747924	-0.0299557420962837
10	0.924913040811222	0.0288647827150006	0.0201046054436657	0.037620528327571
11	0.924936935196249	0.00488819594670604	-0.00387723406457444	0.0136528748572003
12	0.92495150824477	-0.00381746643834555	-0.012582309306467	0.00494796301198344
13	0.924955833163574	0.00207964455612878	-0.00668574120183643	0.0108447107579132
14	0.924958636463531	-0.0016742992975739	-0.0104394099782245	0.00709106865468661
15	0.924963760024971	0.00226352462264592	-0.00650186826300059	0.0110285696975554
16	0.92588629314698	0.0303732289618368	0.0216137192825979	0.0391280758050267
17	0.92589125327924	-0.00222715274748682	-0.0109922020483585	0.00653823877531494
18	0.925892340708012	0.00104279813942209	-0.00772253633369609	0.00980797237666317
19	0.92589367919516	-0.00115691846021933	-0.00992208172944915	0.00760842258051839
20	0.925898862680086	-0.00227672645156338	-0.0110417699868478	0.00648866692301579
21	0.925946243046833	-0.00688333307753956	-0.0156476528744793	0.00188204436019966
22	0.92595537980869	-0.003022686500156	-0.0117876380769122	0.00574272953746373
23	0.925981012368959	-0.00506285603195604	-0.0138275062910282	0.00370257216412573
24	0.925985580317286	0.00213727326027083	-0.00662811479530867	0.0109023329045782
25	0.925997758587287	-0.00348972454171866	-0.0122546135792701	0.00527570071933606
26	0.926033718454822	0.00599665824611454	-0.00276875117183327	0.0147611462524759
27	0.926068527044618	-0.00589988259651891	-0.0146643881279831	0.00286552947759266
28	0.926166771683853	-0.00991185807350543	-0.0186754994311913	-0.00114669381228269
29	0.926169160262142	-0.00154549472453114	-0.0103106189360286	0.00721986696665791
30	0.926175763679592	0.00256969705471684	-0.00619570638386509	0.0113347056370223
31	0.926217877308888	-0.00648950991583194	-0.0152539061251128	0.00227588342761698
32	0.926231253961856	0.00365740752248732	-0.00510802011718765	0.0124222731735294
33	0.926235464291978	0.0020519203556875	-0.00671346427619296	0.010816989691425
34	0.926236700310101	0.00111176320688216	-0.00765357526246759	0.00987693084324
35	0.926248155034138	-0.00338449191574439	-0.0121493953782496	0.00538093160082321
36	0.926341069368834	-0.00963919582099488	-0.0184029048438563	-0.000874005779785918
37	0.926353651194805	0.00354709242214811	-0.005218333708155	0.0123119735141439
38	0.926353810327322	-0.000398920724129388	-0.00916415256637766	0.00836637241614872
39	0.926362128051114	0.00288404145222467	-0.00588137111125672	0.0116490108584418
40	0.926364418756478	-0.00151350950705508	-0.0102786370335079	0.00725185058428481
