q	p	q_NoSign	p_NoSign	phenotype	covar	pc	contrast	rep	testSize	gwasSize
-1.31229498746388	0.189420622776664	-1.05367300698951	0.292032651338874	Educational_Attainment_6138	TRUE	0	sharp	tp2	50000	80000
-0.341791487461567	0.732507816236723	-0.381278692921883	0.702996462301708	Educational_Attainment_6138	TRUE	0	sharp	tp3	50000	80000
-0.89040862052358	0.373246515219433	-0.820467182119631	0.411949830408202	Educational_Attainment_6138	TRUE	0	sharp	tp4	50000	80000
-0.173266608837971	0.862441868976908	-0.0174882856730225	0.986047078097465	StandingHeight_50	TRUE	10	sharp	tp1	50000	80000
1.34405116343619	0.178931842772072	1.18045735662074	0.237818361264074	StandingHeight_50	TRUE	10	sharp	tp2	50000	80000
4.65980924983598	3.16502551000656e-06	4.16926056643072	3.05589461316358e-05	StandingHeight_50	TRUE	10	sharp	tp3	50000	80000
1.58469272014788	0.113036166701828	1.67410290768415	0.0941103764282	StandingHeight_50	TRUE	10	sharp	tp4	50000	80000
1.15793378554897	0.24689105874841	1.38862167049941	0.164947824162755	Educational_Attainment_6138	TRUE	10	sharp	tp1	50000	80000
1.61646594141757	0.105993611355978	1.9990493438069	0.045603015224496	Educational_Attainment_6138	TRUE	10	sharp	tp2	50000	80000
2.10953459956601	0.034898462752972	2.17332846192568	0.0297556048090323	Educational_Attainment_6138	TRUE	10	sharp	tp3	50000	80000
-0.342538436468079	0.731945723350249	0.245545571809866	0.806034026724939	Educational_Attainment_6138	TRUE	10	sharp	tp4	50000	80000
0.429899320251413	0.667268879963804	0.511444046240844	0.609040159245084	StandingHeight_50	TRUE	40	sharp	tp1	50000	80000
1.08997479572261	0.275724246739417	0.901740877838022	0.367194532724372	StandingHeight_50	TRUE	40	sharp	tp2	50000	80000
4.61392929676768	3.95126886002267e-06	4.33652296303387	1.44754310829747e-05	StandingHeight_50	TRUE	40	sharp	tp3	50000	80000
1.36417023083299	0.172513995096671	1.43271559780229	0.151939130113901	StandingHeight_50	TRUE	40	sharp	tp4	50000	80000
0.787104527820876	0.431220679066133	0.896075407814524	0.370212490371327	Educational_Attainment_6138	TRUE	40	sharp	tp1	50000	80000
1.86422259103024	0.0622904521511435	2.42338781300913	0.0153765017949171	Educational_Attainment_6138	TRUE	40	sharp	tp2	50000	80000
2.38513759747573	0.0170727343535589	2.2842867708898	0.0223546828637207	Educational_Attainment_6138	TRUE	40	sharp	tp3	50000	80000
