q	p	q_NoSign	p_NoSign	phenotype	covar	pc	contrast	rep	testSize	gwasSize
-4.40931111891942	1.03699957930771e-05	-4.52702793989892	5.981903365134e-06	StandingHeight_50	FALSE	0	sharp	tp1	50000	60000
-3.16698003344948	0.00154030893743677	-3.16235590115469	0.00156498167836473	StandingHeight_50	FALSE	0	sharp	tp2	50000	60000
-3.38336344323635	0.000716038063766928	-3.40089953484913	0.000671645070055732	StandingHeight_50	FALSE	0	sharp	tp3	50000	60000
-4.33509476839566	1.45697340463342e-05	-4.47620057139497	7.59831068412832e-06	StandingHeight_50	FALSE	0	sharp	tp4	50000	60000
2.56146974922594	0.0104230317997041	2.40644118899089	0.0161087974702743	StandingHeight_50	FALSE	10	sharp	tp1	50000	60000
2.23134461890822	0.0256583102563047	2.14042526562421	0.0323204144919052	StandingHeight_50	FALSE	10	sharp	tp2	50000	60000
2.99360560281029	0.00275702079486351	3.07975628591716	0.00207170043607539	StandingHeight_50	FALSE	10	sharp	tp3	50000	60000
1.80517136024841	0.0710478711055001	1.95762473992325	0.0502740621650277	StandingHeight_50	FALSE	10	sharp	tp4	50000	60000
1.63397187811401	0.102264755610042	1.40628846427848	0.15963848420237	StandingHeight_50	FALSE	40	sharp	tp1	50000	60000
2.39980998463205	0.01640358439984	2.2935616686185	0.0218156892832463	StandingHeight_50	FALSE	40	sharp	tp2	50000	60000
2.21615148979314	0.0266811288864531	2.18947101322103	0.0285626231486338	StandingHeight_50	FALSE	40	sharp	tp3	50000	60000
2.02521763352444	0.0428450217804319	2.29675305771579	0.0216328608202962	StandingHeight_50	FALSE	40	sharp	tp4	50000	60000
3.20316897615286	0.00135924201966799	2.5857859877174	0.00971572349962485	StandingHeight_50	FALSE	0	north	tp1	50000	60000
4.21549380118516	2.49232238348231e-05	3.24858644983799	0.00115979960192741	StandingHeight_50	FALSE	0	north	tp2	50000	60000
2.9099397828446	0.00361498398572283	2.14262380282971	0.0321433182692192	StandingHeight_50	FALSE	0	north	tp3	50000	60000
