q	pval	rep	L	contrast	phenotype	covar	pc
9.54033839620019	1.4236700004993e-21	A3	1000	east	StandingHeight_50	no-FGr	0.
1.10768809517205	0.267996542498828	A3	1000	east	StandingHeight_50	no-FGr	40.
-5.47772392851562	4.30831609486651e-08	A3	1000	north	StandingHeight_50	no-FGr	0.
-0.861387547327675	0.389024632196944	A3	1000	north	StandingHeight_50	no-FGr	40.
9.13134504828128	6.76534453359414e-20	A3	10000	east	StandingHeight_50	no-FGr	0.
1.14020848938304	0.254199451522492	A3	10000	east	StandingHeight_50	no-FGr	40.
-5.57235800258319	2.51314311618682e-08	A3	10000	north	StandingHeight_50	no-FGr	0.
-0.861321033987326	0.389061254065906	A3	10000	north	StandingHeight_50	no-FGr	40.
9.11518609802993	7.85355705954947e-20	A3	1e+05	east	StandingHeight_50	no-FGr	0.
1.118747009317	0.26324808408977	A3	1e+05	east	StandingHeight_50	no-FGr	40.
-5.6150103395101	1.96550491860676e-08	A3	1e+05	north	StandingHeight_50	no-FGr	0.
-0.817181384746951	0.413824779015187	A3	1e+05	north	StandingHeight_50	no-FGr	40.
9.62906360480922	6.02762389662443e-22	A3	1e+06	east	StandingHeight_50	no-FGr	0.
1.08452297241538	0.278132987029028	A3	1e+06	east	StandingHeight_50	no-FGr	40.
-5.6099562571855	2.02377762137359e-08	A3	1e+06	north	StandingHeight_50	no-FGr	0.
-0.867352018926927	0.385749162821246	A3	1e+06	north	StandingHeight_50	no-FGr	40.
5.70535708357458	1.16099436239253e-08	A3	1000	east	StandingHeight_50	FGr-LOCO	0.
1.16145426396111	0.245457212377977	A3	1000	east	StandingHeight_50	FGr-LOCO	40.
-3.71425858805252	0.000203800317329976	A3	1000	north	StandingHeight_50	FGr-LOCO	0.
-0.832124138246018	0.40533887828455	A3	1000	north	StandingHeight_50	FGr-LOCO	40.
-1.38637782000827	0.165631565516473	A3	10000	east	StandingHeight_50	FGr-LOCO	0.
1.25655708261543	0.208914063665953	A3	10000	east	StandingHeight_50	FGr-LOCO	40.
1.13316749298342	0.257143922450949	A3	10000	north	StandingHeight_50	FGr-LOCO	0.
-0.906541441011762	0.364649340714962	A3	10000	north	StandingHeight_50	FGr-LOCO	40.
-2.23256552008763	0.0255776100029118	A3	1e+05	east	StandingHeight_50	FGr-LOCO	0.
1.304519509447	0.192056512060817	A3	1e+05	east	StandingHeight_50	FGr-LOCO	40.
2.84348349068328	0.00446233211281084	A3	1e+05	north	StandingHeight_50	FGr-LOCO	0.
-0.893433475689742	0.371625082419504	A3	1e+05	north	StandingHeight_50	FGr-LOCO	40.
-2.08480396095215	0.0370870990369042	A3	1e+06	east	StandingHeight_50	FGr-LOCO	0.
1.38795861516484	0.165149647420269	A3	1e+06	east	StandingHeight_50	FGr-LOCO	40.
2.58296515309639	0.00979552162963993	A3	1e+06	north	StandingHeight_50	FGr-LOCO	0.
-0.871886890712704	0.383270085975171	A3	1e+06	north	StandingHeight_50	FGr-LOCO	40.
