error	rep	L	contrast
0.216337966285808	B2	1000	Lat
0.2322783036245	B2	1000	Long
0.0933692773553249	B2	3162	Lat
0.0917653071869707	B2	3162	Long
0.0361992051649777	B2	10000	Lat
0.038666811073887	B2	10000	Long
0.0195949818706751	B2	31623	Lat
0.0185345449568255	B2	31623	Long
0.0123891834299046	B2	1e+05	Lat
0.013435208792158	B2	1e+05	Long
0.0141688312910163	B2	316228	Lat
0.0137528711871395	B2	316228	Long
0.0115713111440123	B2	1e+06	Lat
0.0106715673642742	B2	1e+06	Long
