PC	r2	rho	lc	up
1	0.364335709377979	-0.603602277479119	-0.607527417461425	-0.599647658490001
2	0.370226584404286	-0.0767520321448436	-0.082910554997423	-0.0705876472070658
3	0.415167720577346	0.211993247369762	0.206066039071153	0.217904900274903
4	0.415708764980239	0.0232603574989578	0.0170648537571473	0.0294540751256661
5	0.416280112217849	0.0239028745337217	0.0177075339617628	0.0300963797086625
6	0.420420082679281	-0.0643426073698691	-0.0705124514147211	-0.0581678403785789
7	0.420749829822797	-0.0181589431117256	-0.024354166015633	-0.0119623255250762
8	0.420851208329439	-0.010068694385215	-0.0162656432493041	-0.00387097202665326
9	0.421067206908499	0.0146968914639735	0.00849970178049795	0.0208929522363114
10	0.422163887683927	0.0331161717855583	0.0269237340302447	0.0393060680316749
11	0.422163911495194	0.000154302710875161	-0.00604366699719939	0.00635226056394775
12	0.424369270769375	-0.0469612549920589	-0.0531437506788085	-0.0407751592515799
13	0.424373208968694	0.00198449221490426	-0.00421352353877685	0.00818235550161396
14	0.424594887057438	0.0148888576663346	0.00869169581312591	0.0210848758694178
15	0.425220130581738	-0.0250048711203142	-0.0311980000045853	-0.0188098223250714
16	0.425231085861806	0.00330987644250074	-0.00288814673450766	0.00950764532609742
17	0.425309361017083	-0.00884732021499823	-0.0150444591746268	-0.00264950157326418
18	0.425432391173515	0.011091892292108	0.00489426483072102	0.0172886676736444
19	0.426213815395199	-0.0279539683556898	-0.0341460162240182	-0.0217597744757591
20	0.42621382116457	7.59547760018709e-05	-0.00612201203416414	0.00627391575059941
21	0.42639169943379	-0.0133371033547689	-0.0195334525913512	-0.0071397296172835
22	0.426441954265984	0.00708905969639008	0.000891134922704056	0.0132864398484371
23	0.426467720270473	-0.00507602508039272	-0.011273634328491	0.00112197414619597
24	0.426469368039388	-0.00128365252866115	-0.00748155693329151	0.00491435049820626
25	0.426636180924128	0.0129156093473766	0.00671818321303595	0.019112043347254
26	0.426644708905327	-0.00292027037048905	-0.0091180692640307	0.00327775288409177
27	0.426659699174202	-0.00387172659970302	-0.0100694488930695	0.00232629315207647
28	0.426682217310383	0.00474533243648295	-0.0014526742168357	0.0109429745164275
29	0.426704915834072	0.00476429268933422	-0.00143371357480821	0.0109619329234944
30	0.426979234819532	-0.0165625775787359	-0.0227582052801878	-0.0103656777315589
31	0.427012033213654	-0.00572698368237887	-0.0119245243419134	0.000470996964096251
32	0.427048931353362	0.00607438607886718	-0.000123582502006155	0.0122718879848314
33	0.42718970584182	0.0118648469243111	0.00566729975745845	0.0180614826490654
34	0.427708744986023	-0.0227824291244759	-0.0289763014634139	-0.016586807331059
35	0.427731123468031	0.00473058870948543	-0.00146741824338139	0.0109282322216553
36	0.427735955930056	0.00219828820760847	-0.00399973021649706	0.00839613773911616
37	0.427922668851805	0.0136642926417372	0.00746696109645575	0.0198605745620674
38	0.427924765231849	-0.00144788918987759	-0.00764578450501251	0.00475011736564651
39	0.427933741481423	-0.00299604054502812	-0.00919383374963736	0.00320198284185314
40	0.427976707093322	0.00655481797330794	0.00035686854349962	0.0127522638212757
