PC	r2	rho	lc	up
1	0.0262002371431452	-0.161864873098351	-0.164848474045067	-0.158878309876512
2	0.026225776355101	0.0107731895713788	0.00770804868589547	0.0138381280165943
3	0.0360311416384448	-0.12202561285289	-0.125044234648767	-0.119004731940217
4	0.136405187969892	0.359463579202996	0.356791331426247	0.362129944372735
5	0.169434285960705	0.0929461031821199	0.0899063235458498	0.095984151144655
6	0.170047431431746	-0.0354745260487583	-0.0385357309771603	-0.0324126552759782
7	0.17651950994553	-0.156544523668275	-0.159533363691232	-0.153552813753624
8	0.181960069647582	-0.0876396745170761	-0.0906807085580425	-0.0845970060878694
9	0.182155428152525	0.0163210940961715	0.0132563618832607	0.0193855196635959
10	0.200421132705119	0.227426100316364	0.224517227273435	0.230330920337765
11	0.200818223878553	0.161905143210228	0.158918619606786	0.164888703841239
12	0.212736553986602	0.0652157001603831	0.0621627317940594	0.0682674481212077
13	0.213089418425985	0.04790384995333	0.0448450397524997	0.0509617619487194
14	0.213523897984302	0.0676724865306132	0.0646204961590179	0.0707232109371653
15	0.214181960018066	0.054827808977272	0.0517711146556164	0.0578834760009856
16	0.214548445911656	0.000847831660734232	-0.00221756953934164	0.00391321692726819
17	0.214571696904728	-0.000498244920983601	-0.00356363491492813	0.00256715443662406
18	0.214987307218105	-0.0472368561346237	-0.0502949688778206	-0.0441778576359013
19	0.217273381172533	0.0497042113334009	0.046645923012342	0.0527615678560816
20	0.217276834954157	0.00956843658398448	0.00650323189380402	0.0126334614681448
21	0.217786632991123	0.0336092366561733	0.0305469883412488	0.036670854056154
22	0.218367405856695	0.0231004255586787	0.0200364489417336	0.0261639682740981
23	0.218424629230816	-0.00866468346957017	-0.0117297673557065	-0.00559943675767738
24	0.2200984748012	0.0472940246243799	0.0442350421578828	0.0503521202681675
25	0.220310950599854	-0.00690417228307991	-0.0099693567281798	-0.00383885809199524
26	0.220423588773676	-0.0123798806756419	-0.0154446899983003	-0.00931483872984952
27	0.220433382047739	-0.00435196719287525	-0.0074172636796136	-0.00128658891986798
28	0.220821810910425	-0.0188309397942401	-0.0218950713538254	-0.0157664544646763
29	0.220896120133717	-0.010050759631417	-0.0131157509777431	-0.00698557941724702
30	0.220912914394558	0.000385065548228293	-0.00268033305232558	0.0034504569121315
31	0.220948886721784	-0.013943203424178	-0.0170078719201216	-0.0108782729403956
32	0.221514129687749	-0.0312100770058594	-0.0342721935797732	-0.0281473744629817
33	0.221740397371624	0.0183326022775377	0.0152680648552746	0.0213967952855264
34	0.22177191313997	0.00158505705034046	-0.00148034557914933	0.00465042989145501
35	0.221820300286856	-0.00842740299980823	-0.0114925015470544	-0.00536214608511117
36	0.221822597361302	-0.00682490476739828	-0.00989009329318793	-0.00375958798511132
37	0.221823581170021	0.00337054433141103	0.000305152047510377	0.00643587327238602
38	0.221991486288354	0.013292405971257	0.0102274272661765	0.0163571349123237
39	0.222052818336777	0.00793612771330116	0.00487085077154128	0.0110012555184385
40	0.222079779335546	0.0054359052756186	0.00237054933980729	0.00850115905585884
