PC	r2	rho	lc	up	test	gwas	contrast	chrtype_gwas	chrtype_test
14	0.346908573527734	0.00768351761640975	0.00487624077709332	0.0104906733492197	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
15	0.346950653079302	-0.00648687654619608	-0.00929408931283455	-0.00367956153260281	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
16	0.347117145321382	0.0129031903145281	0.010096174017593	0.015710003255077	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
17	0.347424600240996	0.0175343924009871	0.0147277353620237	0.0203407731340236	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
18	0.347434141540125	-0.00308889780144045	-0.0058962286936245	-0.000281518220080863	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
19	0.347478939689176	0.00669314102209922	0.00388583201506895	0.00950034453129518	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
20	0.347495532614764	0.00407344298464317	0.00126607544050983	0.00688074632102518	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
21	0.347530072256115	-0.0058770437221342	-0.00868428246183526	-0.00306971234704065	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
22	0.347580411644303	0.00709502384397471	0.00428772722621677	0.00990220863000827	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
23	0.3481150311749	-0.0231218390163955	-0.0259275380349255	-0.0203157757280755	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
24	0.348208992199239	0.00969334851875247	0.00688615388858685	0.0125003903690804	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
25	0.34822443500063	0.00392973324422405	0.00112236360382822	0.00673704094202583	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
26	0.348243976254978	0.00442055095236589	0.00161318894971782	0.00722784327616967	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
27	0.348331203195951	0.0093395372354218	0.00653232648812336	0.0121466007784193	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
28	0.348331260913523	-0.000240244415682332	-0.00304762438279381	0.00256713933835064	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
29	0.348331260913735	-4.61570626533569e-07	-0.0028078435895938	0.00280692045561637	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
30	0.348332241395041	-0.000990191933527576	-0.00379756339948791	0.00181719514060263	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
31	0.348510267361476	0.0133426365330391	0.0105356491534934	0.0161494136328802	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
32	0.348511289705801	0.00101110915446223	-0.0017962779670036	0.00381848033804547	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
33	0.348514717629706	-0.00185146533647744	-0.00465882314358962	0.000955921654789619	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
34	0.348515300497333	0.000763458044511703	-0.00204392835888322	0.00357083241368661	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
35	0.348559065979817	-0.00661554956994686	-0.00942275658958427	-0.00380823827537026	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
36	0.348577599791183	0.00430509117428865	0.00149772725326782	0.00711238723632921	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
37	0.348578802278089	-0.00109657963843752	-0.0039039496426641	0.00171080765092025	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
38	0.348585664950894	-0.0026196713754768	-0.00542701348555505	0.000187712027641663	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
39	0.348608348436606	0.00476271742967189	0.00195536155175049	0.00756999823559278	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
40	0.348617131742444	0.00296366510759798	0.000156284385300281	0.00577099911468225	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-odd
1	0.347266043721301	0.589292833590653	0.587457323403066	0.591122280582638	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
2	0.38192280585206	0.186163276497438	0.183451772137888	0.188871948102642	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
3	0.394666840348772	0.112889459106801	0.110116975778793	0.11566018565946	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
4	0.395474832666218	-0.0284251988043722	-0.0312300886536576	-0.0256198612567407	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
5	0.402342652491709	0.0828723107435386	0.0800835605004655	0.0856597636593296	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
6	0.410662671835435	-0.0912141370664786	-0.093997448887066	-0.0884293994191572	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
7	0.421262370486655	-0.102954836236514	-0.105731658261909	-0.10017640855754	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
8	0.43206173669798	-0.103919999964223	-0.106696254086669	-0.101142125462855	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
9	0.432130149522831	0.00827120584687986	0.00546395069958405	0.0110783306258338	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
10	0.436575719760315	-0.066675108108273	-0.069469486658702	-0.0638796832444672	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
11	0.436665786507963	0.00949035613349399	0.00668315217048048	0.0122974105155125	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
12	0.439345127128328	0.0517623488284885	0.0489620818134275	0.0545618021107448	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
13	0.439798434338339	-0.0212910125980015	-0.0240969542973101	-0.0184847354451139	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
14	0.439798946460186	-0.00071562616199587	-0.00352300110676542	0.00209176006303113	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
15	0.439979598277711	-0.0134406790693783	-0.0162474480250651	-0.0106336982893946	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
16	0.4403080694226	0.0181237762137397	0.0153171735344916	0.0209300933055894	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
17	0.440463630995959	0.0124724323326718	0.00966538874251536	0.0152792793531091	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
18	0.440468624903785	0.00223470690361919	-0.000572678711787174	0.0050420572939911	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
19	0.440490365521436	0.00466268228514772	0.00185532454861129	0.0074699665264113	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
20	0.44049167224547	0.00114312255909694	-0.00166426480443693	0.00395049190385621	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
21	0.440545203399125	0.00731649879482539	0.00450920939231487	0.0101236728750927	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
22	0.440552269713953	0.00265825202385733	-0.000149131111673419	0.00546559325822201	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
23	0.440825714996939	-0.0165361792278038	-0.0193426632987501	-0.0137294345718505	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
24	0.440916784825337	0.0095430499386094	0.00673584837602891	0.0123501010898193	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
25	0.440922011311312	-0.00228615082704239	-0.00509350015906116	0.000521234540898036	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
26	0.440941164777871	0.00437646918626482	0.00156910644236135	0.00718376294613518	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
27	0.44100403816846	0.00792927510110904	0.00512200709696473	0.0107364181256321	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
28	0.441059097197637	-0.00742017661717848	-0.0102273455911823	-0.0046128906869462	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
29	0.441076065788835	-0.00411929535212593	-0.00692659727254272	-0.00131192850123307	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
30	0.441088774067783	-0.00356486652186359	-0.00637218477201247	-0.000757492080194854	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
31	0.441365427870314	0.0166329126328058	0.013826176222668	0.0194393869344067	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
32	0.44136847198381	0.00174473759289703	-0.00106264963472059	0.00455209731867021	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
33	0.441372277212448	0.00195069973802187	-0.000856686976109563	0.00475805570380459	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
34	0.441396351985949	-0.00490660475429667	-0.00771388052040451	-0.00209925164828201	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
35	0.441425511725728	-0.00539997722416424	-0.00820723482673975	-0.00259263450537649	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
36	0.441530243382507	0.0102338482351076	0.00742667958339449	0.0130408555897389	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
37	0.441618738549338	0.00940718674827238	0.00659997902825479	0.0122142461979252	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
38	0.441619951696744	-0.00110143063506087	-0.00390880057112139	0.00170595666259578	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
39	0.441625831854553	0.00242490272996222	-0.000382481896438056	0.00523224913336047	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
40	0.44168336566792	0.00758510574893922	0.0047778254667323	0.0103922664756138	le	ALL	EUROPEAN_NEOLITHIC	chr-even	test-all
1	0.167964331932651	-0.409834517741797	-0.412167675275963	-0.407495985138214	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
2	0.178134714679804	0.100848321863266	0.0980687050294611	0.10362636521362	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
3	0.196201771357337	0.134413739755818	0.131656038233582	0.137169360821825	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
4	0.197106473888075	-0.0300782689195533	-0.0328828742730775	-0.0272731898775951	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
5	0.202558494096814	0.0738377968924798	0.0710451418815301	0.0766292943594167	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
6	0.208522372841672	-0.0772261517071288	-0.0800161859557675	-0.0744349074188294	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
7	0.214797506298583	-0.079215739939463	-0.0820048849904758	-0.076425354063016	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
8	0.22357242393487	0.0936745324453776	0.0908910529699114	0.0964565483057764	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
9	0.223641339805447	0.00830155937027362	0.00549430539601844	0.0111086824978293	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
10	0.226883745390491	-0.0569421247415168	-0.0597399568363402	-0.0541433979903254	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
11	0.226937485499405	-0.00733076761680585	-0.010137940997897	-0.00452347868859129	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
12	0.228263160368332	-0.0364098177730145	-0.039213191569527	-0.033605870817102	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
13	0.228594710824909	-0.0182085277689435	-0.0210148355490174	-0.015401933066873	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
14	0.228670181335045	0.00868737813028253	0.00588013951715992	0.0114944798164432	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
15	0.228926272164455	0.0160028373229859	0.013196048147066	0.0188093743141775	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
16	0.229208365771213	0.0167956472442729	0.0139889248246266	0.019602104992381	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
17	0.229215670335835	0.0027026954914814	-0.000104687325439233	0.00551003570669812	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
18	0.229216273780965	0.000776816830360368	-0.00203056962055541	0.0035841910364848	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
19	0.229219421345331	0.00177413865711016	-0.00103324851178086	0.0045814978607183	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
20	0.229300590223522	-0.00900937511907909	-0.0118164582708683	-0.00620214996594999	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
21	0.229486952278836	-0.0136514506532627	-0.0164582019179602	-0.0108444842437496	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
22	0.229499791622032	0.00358320159828896	0.000775827380053446	0.00639051933600378	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
23	0.229499841615098	-0.000223589433142823	-0.00303096955320602	0.00258379421131295	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
24	0.229546903092858	0.0068601375004072	0.00405283353143068	0.00966733333958206	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
25	0.229639414078881	-0.00961826349575792	-0.0124253100084029	-0.00681106538649353	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
26	0.22965581750912	0.00405011386849885	0.00124274597618442	0.00685741792077565	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
27	0.229700008563743	-0.00664763578391497	-0.0094548413559864	-0.00384032543120289	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
28	0.229709897130497	0.00314461018791051	0.000337231142422534	0.00595193966606603	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
29	0.229713567785228	-0.0019158951744934	-0.00472325179238238	0.000891491643133519	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
30	0.229714911340558	-0.00115911707888138	-0.00396648619420602	0.00164827030733508	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
31	0.229748449143698	-0.00579118239230115	-0.00859842462119193	-0.0029838488812936	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
32	0.229867257585696	0.0108999287753464	0.00809279439438645	0.0137068913634565	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
33	0.229872151198013	0.00221214933848981	-0.000595236380741107	0.00501950018825111	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
34	0.229949830673511	-0.00881359594278206	-0.0116206904331243	-0.00600636253639027	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
35	0.229959366657242	-0.0030880380610368	-0.00589536897490527	-0.000280658471544318	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
36	0.229963095840957	0.00193110965763059	-0.000876277115591017	0.00473846599129427	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
37	0.229976513821984	-0.00366305552913841	-0.00647037101306107	-0.000855682306024073	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
38	0.23003240407585	-0.00747597847454277	-0.0102831446752528	-0.00466869443815781	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
39	0.230038879079068	0.0025446006999884	-0.000262783199852761	0.0053519444900888	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
40	0.230073949859002	-0.00592205854745147	-0.00872929544132424	-0.00311472830870118	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-even
1	0.280763174544226	-0.529870903658831	-0.531887077033808	-0.527848723030157	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
2	0.319218800108807	0.196101067746211	0.193400158431227	0.198799004830982	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
3	0.321282935154833	0.0454327331459574	0.042630788554171	0.0482339630694295	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
4	0.32151452259271	-0.0152179905723849	-0.0180246025350668	-0.0124111387873016	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
5	0.324909168968916	0.0582635937272603	0.0554652840594229	0.06106098811605	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
6	0.329558365458525	-0.0681850132296495	-0.0709788083907773	-0.0653901482794889	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
7	0.336772419034457	-0.0849355840302187	-0.0877220490257096	-0.0821477898714083	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
8	0.341952808336695	0.0719749244765928	0.0691815213489169	0.0747671989560566	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
9	0.341976648252634	0.00488261484039439	0.00207526126415259	0.00768989145485012	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
10	0.344412271060684	-0.0493520295822237	-0.0521521859194375	-0.0465510972141663	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
11	0.344473506410124	-0.00782530503874594	-0.0106324534810141	-0.00501803325540944	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
12	0.346596444230069	-0.046075348212728	-0.0488764080179844	-0.0432735636733687	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
13	0.34683880373251	-0.0155679021010402	-0.0183744810660599	-0.0127610778019586	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
14	0.346891060033885	-0.00722885045965866	-0.0100360288096422	-0.00442155816879481	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
15	0.34694030467973	0.0070174520521408	0.00421015297236415	0.0098246405227581	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
16	0.347169030175211	0.0151236788343503	0.0123168197585891	0.0179302995732994	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
17	0.347265602095294	0.00982710101197876	0.00701991265771898	0.0126341344786913	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
18	0.347285261520306	0.00443389460251383	0.00162653282639671	0.0072411864894659	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
19	0.347306152311098	0.00457064557733068	0.00176328618041666	0.00737793292963417	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
20	0.347395246600906	0.0094389793742522	0.00663177308581448	0.0122460368913183	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
21	0.347480933907658	0.00925674133033141	0.00644952691293085	0.0120638098481868	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
22	0.347501212434751	0.0045031673549329	0.00169580677090478	0.0073104569579297	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
23	0.347521933940739	0.00455208986594316	0.00174473014003823	0.00735937783970903	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
24	0.347647019014856	0.0111841449666446	0.00837702596730358	0.0139910876947351	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
25	0.347647270674154	0.000501656110201734	-0.00230572915965535	0.00330903347256207	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
26	0.347726071037119	-0.00887695717625253	-0.0116840480205807	-0.00606972641735954	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
27	0.347820597040909	0.00972244833595865	0.00691525506265826	0.0125294883708568	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
28	0.347889308188755	-0.00828921731373826	-0.0110963411133936	-0.00548196286188851	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
29	0.347889572147388	-0.00051376880769048	-0.00332114604005673	0.00229361652310225	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
30	0.347999795003431	-0.0104987059785306	-0.013305695830675	-0.00769155065575386	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
31	0.348352739140557	-0.01878680640105	-0.0215930495685944	-0.0159802672055832	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
32	0.348354583828276	0.00135819304295549	-0.00144919450538063	0.00416555918242259	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
33	0.348423745666133	0.00831635721727441	0.00550910381677189	0.0111234795378705	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
34	0.348468951285674	-0.00672351278337828	-0.00953071490927094	-0.00391620468097233	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
35	0.348534251995412	-0.00808088484468195	-0.0108880198602445	-0.0052736224601654	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
36	0.348596697675931	0.00790225877526061	0.00509498978326701	0.0107094032134055	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
37	0.348596791961464	0.000307059251087619	-0.00250032492687971	0.00311443858894564	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
38	0.349515872848506	-0.0303163471930615	-0.0331209103092956	-0.0275113066458823	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
39	0.349518045429812	-0.00147397042927756	-0.0042813347357283	0.00133341711100558	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
40	0.349521747472903	-0.00192406945333431	-0.00473142591867924	0.000883317340596546	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-odd
1	0.347266043721301	-0.589292833590653	-0.591122280582638	-0.587457323403066	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
2	0.38192280585206	0.186163276497438	0.183451772137888	0.188871948102642	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
3	0.394666840348311	0.11288945910457	0.11011697577656	0.11566018565723	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
4	0.395474832666489	-0.0284251987372293	-0.031230088586526	-0.0256198611895876	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
5	0.402342652643764	0.0828723113383002	0.0800835610954993	0.0856597642538099	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
6	0.410662701718581	-0.0912142999365386	-0.0939976116724618	-0.0884295623713782	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
7	0.421262330676186	-0.102954498920795	-0.105731321143754	-0.100176071049406	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
8	0.432061776627234	0.10392038602986	0.101142511750811	0.106696639924099	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
9	0.432130214588567	0.00827272534801667	0.00546547025932041	0.0110798500444244	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
10	0.436576131420333	-0.0666777086750673	-0.069472086231701	-0.0638822847646113	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
11	0.436666491751187	-0.00950580901988529	-0.0123128624560584	-0.00669860575920255	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
12	0.439342235767027	-0.0517275932756269	-0.0545270569272583	-0.0489273164346344	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
13	0.43979116609651	-0.0211879779998898	-0.0239939327974246	-0.0183816893706906	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
14	0.439792031078228	0.00093004593934156	-0.00187734098499064	0.0037374182035698	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
15	0.440000761791084	0.0144475147122488	0.0116406048290022	0.0172541969099235	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
16	0.440401651150898	0.020022228071945	0.0172158137509729	0.02282832691331	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
17	0.440463308214684	0.00785220082438387	0.00504493001285828	0.0106593478709667	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
18	0.440473967113685	0.00326479637213004	0.000457418542008019	0.00607212274050868	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
19	0.44048978314807	0.00397693915290913	0.00116957018830605	0.00678424543085635	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
20	0.440489846559052	0.000251818090867377	-0.00255556573839443	0.00305919795077435	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
21	0.440497565945741	-0.00277838114920309	-0.00558571960332272	2.90010996105081e-05	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
22	0.440523282023821	0.00507110066645761	0.00226375087177935	0.00787837052850855	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
23	0.440530628177227	0.00271038111014238	-9.70016505561537e-05	0.0055177211479929	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
24	0.440658628125127	0.01131370728414	0.00850659544715492	0.0141206408083864	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
25	0.440691436380355	-0.00572784958773187	-0.00853509436378433	-0.00292051452776486	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
26	0.440700527565843	-0.00301516009526529	-0.00582249283217952	-0.000207779831454841	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
27	0.440704186939896	0.00191294865135829	-0.000894438174718175	0.00472030532414174	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
28	0.440714528947862	-0.00321589768657999	-0.0060232253299814	-0.00040851935219052	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
29	0.44071685545514	-0.00152528902706006	-0.00433265249694883	0.00128209848557979	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
30	0.44077019159955	-0.00730315823905686	-0.0101103329719812	-0.00449586839414005	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
31	0.441007460229898	-0.0154035253265527	-0.018210119878381	-0.0125966880298346	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
32	0.441066715365681	0.00769773605341395	0.00489045971601857	0.0105048910602204	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
33	0.441110247887688	0.00659791539873539	0.00379060358898371	0.00940512321147517	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
34	0.441205257278545	-0.0097472762150309	-0.0125543146972512	-0.00694008410316307	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
35	0.44125426658503	-0.00700066386062672	-0.00980785312421961	-0.00419336425246417	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
36	0.441292237239636	0.00616203397110278	0.00335470998224031	0.00896926083282041	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
37	0.441296684127563	-0.00210876425525167	-0.00491611717391834	0.000698621903270339	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
38	0.441857544277471	-0.0236824863623715	-0.0264881073023312	-0.0208764923297769	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
39	0.441858000405678	0.00067536974951619	-0.00213201631543697	0.00348274516876427	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
40	0.441882257194	-0.00492511799777569	-0.00773239310699651	-0.00211776525684889	le	ALL	EUROPEAN_NEOLITHIC	chr-odd	test-all
1	0.167964331932651	0.409834517741797	0.407495985138214	0.412167675275963	le	ALL	EUROPEAN_NEOLITHIC	chr-all	test-even
2	0.178134714679804	0.100848321863266	0.0980687050294611	0.10362636521362	le	ALL	EUROPEAN_NEOLITHIC	chr-all	test-even
3	0.196201771350916	-0.1344137397285	-0.137169360794528	-0.131656038206244	le	ALL	EUROPEAN_NEOLITHIC	chr-all	test-even
4	0.197106473878719	-0.0300782689211291	-0.032882874274653	-0.0272731898791711	le	ALL	EUROPEAN_NEOLITHIC	chr-all	test-even
5	0.202558494133962	0.0738377972935681	0.0710451422827816	0.0766292947603356	le	ALL	EUROPEAN_NEOLITHIC	chr-all	test-even
6	0.20852236630571	-0.0772261115206074	-0.0800161457869821	-0.074434867215194	le	ALL	EUROPEAN_NEOLITHIC	chr-all	test-even
7	0.21479760464841	0.0792163971683141	0.0764260115791044	0.0820055419219248	le	ALL	EUROPEAN_NEOLITHIC	chr-all	test-even
8	0.223572417967131	0.0936739768229988	0.0908904970595641	0.0964559929798936	le	ALL	EUROPEAN_NEOLITHIC	chr-all	test-even
9	0.223641334172567	0.00830157959257626	0.00549432561910432	0.01110870271903	le	ALL	EUROPEAN_NEOLITHIC	chr-all	test-even
