q	p	q_NoSign	p_NoSign	phenotype	covar	pc	contrast
-0.010584379390656	0.736589723890644	0.560591889999999	0.67754948017484	Cholesterol_Normalized_30690	FALSE	10	EUROPE-MIDDLEEAST.all-PC10.results
-0.00929672449491201	0.629219123965902	-0.23872705	0.846078406114188	AspartateAminotransferase_Normalized_30650	FALSE	10	EUROPE-MIDDLEEAST.all-PC10.results
0.04439477488685	0.301167000178367	2.17975434	0.246679144250611	HDL_Normalized_30760	FALSE	10	EUROPE-MIDDLEEAST.all-PC10.results
0.028129858490882	0.130824711016863	1.56370482	0.0987033071239371	BasophillPercentage_Normalized_30220	FALSE	10	EUROPE-MIDDLEEAST.all-PC10.results
0.022378149215964	0.514693226028788	1.04196218	0.664802663021169	BodyWeight_Normalized_21002	FALSE	10	EUROPE-MIDDLEEAST.all-PC10.results
-0.07292090193666	0.0256317095511771	-3.36366788	0.0423017040239901	Triglycerides_Normalized_30870	FALSE	10	EUROPE-MIDDLEEAST.all-PC10.results
0.00206632871422899	0.939474768782754	-0.52223092	0.710072389388189	BirthWeight_Normalized_20022	FALSE	10	EUROPE-MIDDLEEAST.all-PC10.results
-0.00198611569039201	0.95088154496123	-1.05945054	0.527544609391074	EosinophillPercentage_Normalized_30210	FALSE	10	EUROPE-MIDDLEEAST.all-PC10.results
-0.03573112102104	0.322432233253734	-1.70270441	0.476001396578749	BMI_Normalized_21001	FALSE	10	EUROPE-MIDDLEEAST.all-PC10.results
0.01512732796945	0.710867216383199	3.89609835	0.107595552798997	StandingHeight_Normalized_50	FALSE	10	EUROPE-MIDDLEEAST.all-PC10.results
0.019930756742078	0.470446649365116	-0.36226282	0.85022358025256	SystolicBloodPressure_Normalized_4080	FALSE	10	EUROPE-MIDDLEEAST.all-PC10.results
0.052167007118449	0.283396724427136	0.964048349999998	0.646266772216823	PlateletCount_Normalized_30080	FALSE	10	EUROPE-MIDDLEEAST.all-PC10.results
