q	p	q_NoSign	p_NoSign	phenotype	covar	pc
-0.242777714732239	0.757444143972819	-5.07661927008755	0.89271464324	Triglycerides_Normalized_30870	FALSE	10
-0.536399772538064	0.352630429187605	-24.5068938529281	0.440218280382401	BirthWeight_Normalized_20022	FALSE	10
-0.173108569676933	0.831329130393574	-46.2665116920996	0.255520163257841	EosinophillPercentage_Normalized_30210	FALSE	10
-1.32436398156237	0.121232891822618	-95.0152684272368	0.086675260570594	BMI_Normalized_21001	FALSE	10
0.46473227742708	0.63005287020773	75.1603754012624	0.193678141017681	StandingHeight_Normalized_50	FALSE	10
-0.345178740509223	0.546099251641674	-20.3652650750801	0.633337521079094	SystolicBloodPressure_Normalized_4080	FALSE	10
1.09477197471932	0.30614500691465	1.85319689072465	0.968731105917048	PlateletCount_Normalized_30080	FALSE	10
-0.516770806121537	0.553554058320176	5.00653824569688	0.89723039683611	AlkalinePhosphatase_Normalized_30610	FALSE	10
1.02869297564837	0.0932457222629901	11.3473781740038	0.718454750609466	LDL_Normalized_30780	FALSE	10
-0.838626233112973	0.319136826279244	-26.2954101758097	0.530491155524407	TotalProtein_Normalized_30860	FALSE	10
0.681219261979096	0.526458264555464	34.5819843683477	0.406677703714751	MeanCorpuscularVolume_Normalized_30040	FALSE	10
-0.490464549722536	0.471509932926671	-18.7652781964458	0.636143935525383	HbA1c_Normalized_30750	FALSE	10
-0.377141634708319	0.583567617142082	-41.9307449192697	0.42814030158831	WaistCircumference_Normalized_48	FALSE	10
-0.371583663610379	0.386593596114919	-30.5408444994055	0.142481501226523	AgeOfMenarche_Normalized_2714	FALSE	10
-0.490371074387512	0.531089861774461	-27.8613984954038	0.588876769656998	HipCircumference_Normalized_49	FALSE	10
-0.118890552759526	0.74262915911473	6.02119459919543	0.774215032578218	Glucose_Normalized_30740	FALSE	10
0.422128821873176	0.255369236759012	19.3380887704011	0.39165723321933	MeanCorpuscularHaemoglobinConcentration_Normalized_30060	FALSE	10
3.25585023112967	0.160425377722152	54.432766790258	0.637455797076806	Cholesterol_Normalized_30690	FALSE	10
0.0073488605140703	0.99569198658355	62.6257414539143	0.462013975397071	AspartateAminotransferase_Normalized_30650	FALSE	10
2.60300736066714	0.361986151069993	41.049878232964	0.77908427596444	HDL_Normalized_30760	FALSE	10
-0.310364752806017	0.78395836963471	30.897696117986	0.651551885806875	BasophillPercentage_Normalized_30220	FALSE	10
-4.47134641614178	0.0794466813782759	-298.487916352868	0.108718380591655	BodyWeight_Normalized_21002	FALSE	10
-2.45370598041737	0.358971638991228	-181.344366734877	0.176024310640335	Triglycerides_Normalized_30870	FALSE	10
-1.64178703866612	0.393531830551399	-92.7813577572457	0.366776920282141	BirthWeight_Normalized_20022	FALSE	10
1.91754719682366	0.439429650960561	174.993761460858	0.158579637190313	EosinophillPercentage_Normalized_30210	FALSE	10
-5.2733033675587	0.0624141540762642	-309.048388142099	0.111411890482311	BMI_Normalized_21001	FALSE	10
1.24791321633299	0.669893651048116	162.576454632557	0.392890310740445	StandingHeight_Normalized_50	FALSE	10
0.991325459813404	0.633613908314119	65.4110825741762	0.641932666576149	SystolicBloodPressure_Normalized_4080	FALSE	10
0.885945777619677	0.816522476033232	85.8531796421688	0.61238104293222	PlateletCount_Normalized_30080	FALSE	10
3.05862643901525	0.316801977473342	134.41668499259	0.318651013692286	AlkalinePhosphatase_Normalized_30610	FALSE	10
2.33095259782354	0.274741081960786	118.28465707896	0.258356109723301	LDL_Normalized_30780	FALSE	10
0.977739679456513	0.727835619255971	17.4734192358533	0.906331617923189	TotalProtein_Normalized_30860	FALSE	10
-1.2033348169745	0.712071422646639	136.173815505055	0.33270712099321	MeanCorpuscularVolume_Normalized_30040	FALSE	10
3.47883119341731	0.1658576995024	115.258744571022	0.385805726744918	HbA1c_Normalized_30750	FALSE	10
-2.09953278487671	0.340092736356589	-91.4207024775649	0.603249340069776	WaistCircumference_Normalized_48	FALSE	10
-0.277189833122076	0.825669122968664	13.290017868127	0.831844876302527	AgeOfMenarche_Normalized_2714	FALSE	10
-6.0854710882684	0.0177865454941838	-381.409102066321	0.0303342825732511	HipCircumference_Normalized_49	FALSE	10
-0.563005944829472	0.65346271539241	-24.7050750527063	0.710412101798953	Glucose_Normalized_30740	FALSE	10
-1.43080691106357	0.284724447181387	-27.8097977752732	0.721653149810055	MeanCorpuscularHaemoglobinConcentration_Normalized_30060	FALSE	10
