q	p	q_NoSign	p_NoSign	phenotype	covar	pc	contrast
1.69868850244415	0.0328416332433401	33.1709422390583	0.313334776409783	Cholesterol_Normalized_30690	TRUE	10	Lat.all-PC10.results
0.470326263585588	0.363734309678473	38.8710352866194	0.151024160933775	AspartateAminotransferase_Normalized_30650	TRUE	10	Lat.all-PC10.results
0.811692626363619	0.370839337084482	-10.02811335361	0.8255742021527	HDL_Normalized_30760	TRUE	10	Lat.all-PC10.results
0.20952345206704	0.581389366456294	12.4725553990198	0.564968411531157	BasophillPercentage_Normalized_30220	TRUE	10	Lat.all-PC10.results
-0.472553941060319	0.585759421571786	-32.7924309388561	0.561194527321328	BodyWeight_Normalized_21002	TRUE	10	Lat.all-PC10.results
-0.102334527130684	0.913592365746267	0.62667526941646	0.987501176303441	Triglycerides_Normalized_30870	TRUE	10	Lat.all-PC10.results
0.0427581182828811	0.944248156829805	14.4405991888734	0.635146569444039	BirthWeight_Normalized_20022	TRUE	10	Lat.all-PC10.results
0.160992785264011	0.845979387802514	4.69351810470348	0.907040594960715	EosinophillPercentage_Normalized_30210	TRUE	10	Lat.all-PC10.results
-1.58734282384226	0.0736801498300101	-107.507276229959	0.0462652862298165	BMI_Normalized_21001	TRUE	10	Lat.all-PC10.results
0.895003754447941	0.417765427035347	86.3237399581942	0.15138974022321	StandingHeight_Normalized_50	TRUE	10	Lat.all-PC10.results
0.601675565896953	0.350396341794079	23.878273116883	0.578160036932979	SystolicBloodPressure_Normalized_4080	TRUE	10	Lat.all-PC10.results
2.13053871490197	0.0598281236295236	45.3834106033594	0.339545753975177	PlateletCount_Normalized_30080	TRUE	10	Lat.all-PC10.results
-1.34223046327326	0.176267573287294	-23.6654260321851	0.551213719467632	AlkalinePhosphatase_Normalized_30610	TRUE	10	Lat.all-PC10.results
1.33708993278152	0.0478135912964234	30.1650890499848	0.341257688170089	LDL_Normalized_30780	TRUE	10	Lat.all-PC10.results
-1.15702921077132	0.214797329787788	-54.1125159557011	0.208863889724994	TotalProtein_Normalized_30860	TRUE	10	Lat.all-PC10.results
0.233307643905279	0.83757105631459	31.1050861311119	0.450800566859224	MeanCorpuscularVolume_Normalized_30040	TRUE	10	Lat.all-PC10.results
-1.08720218263231	0.107367942758603	-48.3752545409215	0.211376291196892	HbA1c_Normalized_30750	TRUE	10	Lat.all-PC10.results
-0.61232577454986	0.400367397145022	-51.4394195572417	0.321686350560787	WaistCircumference_Normalized_48	TRUE	10	Lat.all-PC10.results
-0.125431615664754	0.743895902328286	-8.28032510441732	0.658436684972562	AgeOfMenarche_Normalized_2714	TRUE	10	Lat.all-PC10.results
-1.51963044498589	0.0675915055130138	-102.725679428881	0.0445336235993829	HipCircumference_Normalized_49	TRUE	10	Lat.all-PC10.results
-0.372921766659143	0.490759796933601	-2.24526976106424	0.922575251059033	Glucose_Normalized_30740	TRUE	10	Lat.all-PC10.results
0.10071566205544	0.79382030458932	-2.76863122243692	0.8953927282694	MeanCorpuscularHaemoglobinConcentration_Normalized_30060	TRUE	10	Lat.all-PC10.results
4.08838519018718	0.0993002854300917	131.217957052887	0.219867770373436	Cholesterol_Normalized_30690	TRUE	10	Long.all-PC10.results
-0.247094346946201	0.859783167833331	25.5013769377887	0.745318072097971	AspartateAminotransferase_Normalized_30650	TRUE	10	Long.all-PC10.results
2.66482579080018	0.368163231889193	-9.57651012449999	0.945381795966751	HDL_Normalized_30760	TRUE	10	Long.all-PC10.results
