error	rep	L	contrast
0.666709979686493	A4	1000	east
0.731083142534989	A4	1000	north
0.398919382887536	A4	3162	east
0.501804919367388	A4	3162	north
0.183674828298547	A4	10000	east
0.239967907722823	A4	10000	north
0.0773948093022011	A4	31623	east
0.105130583106544	A4	31623	north
0.0429620188481277	A4	1e+05	east
0.0531052354834293	A4	1e+05	north
0.0315544079638867	A4	316228	east
0.037745740730909	A4	316228	north
0.0277301152343519	A4	1e+06	east
0.0320666301938261	A4	1e+06	north
