varE	testSize	gwasSize	contrast
0.000116631231876423	t100000	g50000	east
0.0001539555432152	t100000	g50000	north
0.00122259607631516	t1000	g50000	east
0.00106342942099829	t1000	g50000	north
0.00187984946646551	t100	g50000	east
0.00191412760792247	t100	g50000	north
0.000138368330495708	t50000	g50000	east
0.000168279259984461	t50000	g50000	north
0.000360698372154725	t5000	g50000	east
0.000367896031962165	t5000	g50000	north
