PC	r2	rho	lc	up
1	0.666124609407428	-0.816164572502034	-0.817099953291125	-0.815224894460668
2	0.684718605618959	0.134184571777	0.131426084803399	0.136940980786106
3	0.714655652394213	-0.182233264247485	-0.184946631949739	-0.179517118196192
4	0.906243083364273	0.440055225414325	0.437788183570473	0.442316671504228
5	0.909412037474123	-0.0456646730450616	-0.0484664655197383	-0.0428621619488675
6	0.909798642054665	-0.0152655155800315	-0.0180727480504817	-0.0124580424314225
7	0.915151757701155	-0.054188289635921	-0.0569876255068368	-0.0513881017352758
8	0.917332719178646	-0.0401412283326325	-0.0429443949464424	-0.0373374297193247
9	0.917406935805129	0.0115719634244439	0.00876424104002733	0.0143795033456496
10	0.923987986999873	0.0715483258288596	0.0687541319275383	0.0743413972027044
11	0.924312125440793	0.0247215967666719	0.0219151109080326	0.027527693008724
12	0.928444980296938	0.0637606583742103	0.0609635661435866	0.0665567491991811
13	0.928651276382763	0.019100266777069	0.01629313346684	0.0219070989896335
14	0.928679259047083	-0.00414703921885128	-0.00695496539989895	-0.00133904764091379
15	0.928978654403963	0.013416941088131	0.0106093336223274	0.01622433700943
16	0.929024127572556	0.00340927857857357	0.000601277163732836	0.00621722623036875
17	0.929026796652993	0.00691311845994533	0.00410519097923192	0.00972093692731425
18	0.929080366218205	0.00434278341360915	0.00153479495873445	0.00715070338491245
19	0.929270694218847	0.0199509386255243	0.0171438918960944	0.0227576708577031
20	0.92927849464172	-0.00509199918916566	-0.00789989340459952	-0.00228402467596151
21	0.929388366796582	0.00289889768793009	9.08912567617293e-05	0.00570685840442109
22	0.929445076035108	0.0123381890951987	0.00953051211565131	0.0151456715334858
23	0.929449678349581	0.00532508371221458	0.00251711417926926	0.00813296927199051
24	0.929750918660839	0.017833831555505	0.0150265768782782	0.0206408050860678
25	0.929783794033827	-0.00834663482154736	-0.0111543805627866	-0.00553875746464475
26	0.929823460297278	-0.00176296486517469	-0.00457094940809914	0.00104504747928175
27	0.929823790798919	0.00203707556614427	-0.000770936014739008	0.00484505502286917
28	0.929866411148734	-0.00816244665697253	-0.0109702023886784	-0.00535456221362161
29	0.929867641180758	-0.0154340842210818	-0.01824130083203	-0.0126266242755588
30	0.929873669126789	0.00640495511348166	0.00359701263529443	0.00921279659089655
31	0.929887646706275	-0.0107708952023535	-0.0135784916952883	-0.00796312887416866
32	0.929996284787678	-0.00335124627713688	-0.00615919548814895	-0.000543244218206152
33	0.930023713985137	0.0130684679361637	0.0102608373004232	0.0158758925198632
34	0.930023716135473	-0.0127804842118661	-0.0155879319680099	-0.00997283494285343
35	0.930035401940814	-0.0123156856718333	-0.0151231698453374	-0.00950800731178184
36	0.930036736851635	-0.00180867600385018	-0.0046166597279079	0.000999336242588533
37	0.930037588060208	-0.0040568558953606	-0.00686478486495969	-0.00124886295097366
38	0.9300542302264	-0.00394379265869556	-0.00675172505978956	-0.0011357980657137
39	0.930057956287843	-0.00679078372002376	-0.00959860785933841	-0.00398285249628832
40	0.930060631479791	0.000715630750824524	-0.00209238062484116	0.00352363084113606
