PC	r2	rho	lc	up	test	gwas	contrast	chrtype_gwas	chrtype_test
12	0.844125398316747	-0.0649476251351923	-0.0677426554500744	-0.0621515753830532	UK10K	ALL	sds	chr-even	test-odd
13	0.844167501083172	0.00648866312896046	0.00368134816636808	0.00929587581644008	UK10K	ALL	sds	chr-even	test-odd
14	0.844317656086719	0.0122537772161207	0.00944672017045554	0.0150606411371006	UK10K	ALL	sds	chr-even	test-odd
15	0.844322165811888	-0.00212361246113079	-0.004930965086351	0.000683773637990719	UK10K	ALL	sds	chr-even	test-odd
16	0.844694440325797	-0.0192944213126447	-0.0221006062158788	-0.0164879323887652	UK10K	ALL	sds	chr-even	test-odd
17	0.844713005825407	-0.00430876884549493	-0.00711606478961773	-0.00150140498442474	UK10K	ALL	sds	chr-even	test-odd
18	0.844748562821803	0.00596296846596638	0.00315563926980492	0.00877020367246427	UK10K	ALL	sds	chr-even	test-odd
19	0.84475198115474	0.00184887013194723	-0.000958516865825648	0.00465622798647246	UK10K	ALL	sds	chr-even	test-odd
20	0.84477724490477	-0.00502630287301831	-0.0078335743579964	-0.002218952161497	UK10K	ALL	sds	chr-even	test-odd
21	0.844817869360421	0.00637373164940896	0.00356641344242096	0.0091809493926999	UK10K	ALL	sds	chr-even	test-odd
22	0.844841394845222	0.00485030915568411	0.00204295495132331	0.00765758690745031	UK10K	ALL	sds	chr-even	test-odd
23	0.84495834743356	0.0108144669393696	0.00800732802196574	0.013621435410564	UK10K	ALL	sds	chr-even	test-odd
24	0.844993607725553	-0.00593803476889475	-0.00874527100492883	-0.00313070493617993	UK10K	ALL	sds	chr-even	test-odd
25	0.845058620724578	-0.00806306213217598	-0.0108701980959375	-0.00525579908034114	UK10K	ALL	sds	chr-even	test-odd
26	0.845132918374011	0.00861960980236293	0.00581236843057326	0.0114267153151684	UK10K	ALL	sds	chr-even	test-odd
27	0.845152148244852	-0.00438518373800129	-0.00719247721483999	-0.00157782113977178	UK10K	ALL	sds	chr-even	test-odd
28	0.845196078635761	0.00662800398069701	0.00382069305102299	0.00943521043914143	UK10K	ALL	sds	chr-even	test-odd
29	0.845205651005969	0.00309392390925269	0.000286544375521696	0.00590125467458495	UK10K	ALL	sds	chr-even	test-odd
30	0.845208634321867	-0.00172722657302216	-0.00453458660748617	0.00108016068726631	UK10K	ALL	sds	chr-even	test-odd
31	0.84521241717874	0.00194495585414713	-0.000862430877533043	0.00475231192801717	UK10K	ALL	sds	chr-even	test-odd
32	0.845212705646249	0.000537090457662946	-0.0022702949881346	0.00334446743742011	UK10K	ALL	sds	chr-even	test-odd
33	0.845251385837579	0.00621933911971448	0.00341201667112745	0.00902656353797164	UK10K	ALL	sds	chr-even	test-odd
34	0.845258383309186	0.00264527471591483	-0.000162108510556747	0.00545261624577458	UK10K	ALL	sds	chr-even	test-odd
35	0.845321389602018	0.00793764739549926	0.00513037969831889	0.0107447899811126	UK10K	ALL	sds	chr-even	test-odd
36	0.845360457497339	-0.00625043067826857	-0.00905765376308321	-0.00344310907309159	UK10K	ALL	sds	chr-even	test-odd
37	0.845434126329441	0.00858305462893274	0.00577581177978673	0.0113901621951781	UK10K	ALL	sds	chr-even	test-odd
38	0.845446753971308	0.00355353857592837	0.000746163997159424	0.00636085714173069	UK10K	ALL	sds	chr-even	test-odd
39	0.845518151431656	-0.00844970028220119	-0.0112568152758505	-0.00564245210723007	UK10K	ALL	sds	chr-even	test-odd
40	0.845522425548823	0.00206739764709426	-0.000739988670387157	0.00487475137676488	UK10K	ALL	sds	chr-even	test-odd
1	0.671507930765074	0.819455874812716	0.818531545639968	0.820375960860863	UK10K	ALL	sds	chr-even	test-all
2	0.687822213936228	0.127727390958992	0.124964818768762	0.130487982655429	UK10K	ALL	sds	chr-even	test-all
3	0.716366665213381	0.168951012874061	0.166222471838097	0.171676966788327	UK10K	ALL	sds	chr-even	test-all
4	0.901664804752225	0.430462712169769	0.428172765493292	0.432747130847944	UK10K	ALL	sds	chr-even	test-all
5	0.905290900877018	-0.0602170776877721	-0.0630138070787534	-0.0574194025496066	UK10K	ALL	sds	chr-even	test-all
6	0.907042440276383	-0.0418513910201789	-0.0446535265730077	-0.0390485969282325	UK10K	ALL	sds	chr-even	test-all
7	0.913147798082372	0.078136775747353	0.0753459215894962	0.0809264057714299	UK10K	ALL	sds	chr-even	test-all
8	0.914392138918517	-0.0352752097811546	-0.0380788208204447	-0.0324710433981159	UK10K	ALL	sds	chr-even	test-all
9	0.914400592092421	-0.00290743257296564	-0.00571476795006983	-0.000100051367006624	UK10K	ALL	sds	chr-even	test-all
10	0.921031211882816	0.081428615360773	0.0786392103584514	0.0842167453317343	UK10K	ALL	sds	chr-even	test-all
11	0.921178017620013	0.0121163465229088	0.00930928115748832	0.0149232209289698	UK10K	ALL	sds	chr-even	test-all
12	0.925291377237453	-0.064135473757007	-0.0669308047024236	-0.0613391360161207	UK10K	ALL	sds	chr-even	test-all
13	0.925363876182261	0.00851462985023013	0.00570738425590336	0.011321741239985	UK10K	ALL	sds	chr-even	test-all
14	0.925517188388289	0.0123819328009432	0.00957488360910053	0.0151887868489308	UK10K	ALL	sds	chr-even	test-all
15	0.925517188746078	-1.89165306290794e-05	-0.00282629840314156	0.00278846564006066	UK10K	ALL	sds	chr-even	test-all
16	0.925852667158541	-0.0183160742717835	-0.0211223701775177	-0.0155094897505162	UK10K	ALL	sds	chr-even	test-all
17	0.925852919182975	-0.000502019157712986	-0.00330939651618906	0.00230536611398246	UK10K	ALL	sds	chr-even	test-all
18	0.925902615983316	-0.00704959592015453	-0.00985678286806888	-0.00424229785647905	UK10K	ALL	sds	chr-even	test-all
19	0.925991862104065	0.00944701315642045	0.00663980723063161	0.0122540701842367	UK10K	ALL	sds	chr-even	test-all
20	0.926001746344784	0.00314392434741861	0.000336545295227897	0.0059512538430873	UK10K	ALL	sds	chr-even	test-all
21	0.926031269097422	-0.00543348456911	-0.00824074088855102	-0.00262614260533408	UK10K	ALL	sds	chr-even	test-all
22	0.926039329019947	-0.00283899905087743	-0.00564633607131002	-3.1617280266372e-05	UK10K	ALL	sds	chr-even	test-all
23	0.926066449244192	0.00520771333510726	0.00240036640595636	0.008014978178405	UK10K	ALL	sds	chr-even	test-all
24	0.926089469191517	-0.00479790765796446	-0.00760518724204652	-0.00199055244722381	UK10K	ALL	sds	chr-even	test-all
25	0.926106014465279	-0.00406758639492959	-0.00687488991131858	-0.00126021876310086	UK10K	ALL	sds	chr-even	test-all
26	0.926124334051934	0.00428014015176901	0.00147277582602074	0.00708743701181295	UK10K	ALL	sds	chr-even	test-all
27	0.926130802802592	-0.0025433699757881	-0.00535071379316752	0.000264013931932799	UK10K	ALL	sds	chr-even	test-all
28	0.926164117338002	0.00577187808469075	0.00296454409916269	0.00857912109236124	UK10K	ALL	sds	chr-even	test-all
29	0.926171411267842	0.00270072675679397	-0.000106656074475057	0.00550806701739116	UK10K	ALL	sds	chr-even	test-all
30	0.926171477559008	0.000257472002563508	-0.00254991186317526	0.00306485180982604	UK10K	ALL	sds	chr-even	test-all
31	0.926183617258751	-0.00348420813683086	-0.00629152861882868	-0.000676832734666798	UK10K	ALL	sds	chr-even	test-all
32	0.926193668146051	-0.00317031482232758	-0.00597764364220218	-0.000362936029955939	UK10K	ALL	sds	chr-even	test-all
33	0.926211183174174	0.00418509486248976	0.00137772902704296	0.00699239473033041	UK10K	ALL	sds	chr-even	test-all
34	0.926301571178584	0.00950726180761326	0.0067000586130284	0.0123143151547947	UK10K	ALL	sds	chr-even	test-all
35	0.926303812695146	0.00149716639542543	-0.00131022113419432	0.00430453032558212	UK10K	ALL	sds	chr-even	test-all
36	0.926367900128043	-0.00800546178720635	-0.01081260080321	-0.00519819659089557	UK10K	ALL	sds	chr-even	test-all
37	0.926367901059691	3.05227374474494e-05	-0.00277685952310451	0.00283790451687598	UK10K	ALL	sds	chr-even	test-all
38	0.926367928501548	0.000165655047141486	-0.00264172820401839	0.00297303568711611	UK10K	ALL	sds	chr-even	test-all
39	0.926375192516772	-0.00269518218895367	-0.00550252257723937	0.000112200682607934	UK10K	ALL	sds	chr-even	test-all
40	0.926381512467118	-0.00251394724150995	-0.00532129170851251	0.000293436852058678	UK10K	ALL	sds	chr-even	test-all
1	0.635706052103808	-0.797311765938398	-0.798332194134318	-0.796286759325643	UK10K	ALL	sds	chr-odd	test-even
2	0.654140758977416	0.135774482927982	0.133017803413571	0.138529061711424	UK10K	ALL	sds	chr-odd	test-even
3	0.679833760567458	0.160290346952954	0.157553863576308	0.163024368622906	UK10K	ALL	sds	chr-odd	test-even
4	0.841515145608606	0.402096246695649	0.399740106405068	0.404447073583875	UK10K	ALL	sds	chr-odd	test-even
5	0.844189102586503	-0.0517103217554043	-0.0545097905575001	-0.0489100400340102	UK10K	ALL	sds	chr-odd	test-even
6	0.846017836110845	-0.0427636881376258	-0.0455655998272861	-0.0399611036057239	UK10K	ALL	sds	chr-odd	test-even
7	0.851152901343827	0.0716593629253269	0.0688658350013486	0.0744517670982581	UK10K	ALL	sds	chr-odd	test-even
8	0.852345117271633	0.0345284768744556	0.0317241700223822	0.0373322401103566	UK10K	ALL	sds	chr-odd	test-even
9	0.852359787576387	-0.0038301824486532	-0.00663749309972032	-0.00102281142411921	UK10K	ALL	sds	chr-odd	test-even
10	0.857852786645125	0.0741147670170193	0.0713222249002357	0.0769061472956441	UK10K	ALL	sds	chr-odd	test-even
11	0.857967011710619	-0.0106876191611921	-0.0134945962888283	-0.00788047358612756	UK10K	ALL	sds	chr-odd	test-even
12	0.861421385299597	0.0587739239561551	0.0559757779849168	0.0615711466867594	UK10K	ALL	sds	chr-odd	test-even
13	0.861514573060371	0.0096533796430418	0.0068461831569595	0.0124604239791305	UK10K	ALL	sds	chr-odd	test-even
14	0.86165382479355	-0.011800497271126	-0.0146073953725772	-0.00899341318684411	UK10K	ALL	sds	chr-odd	test-even
15	0.861663960024336	-0.00318358732480343	-0.00599091580332459	-0.000376208664579922	UK10K	ALL	sds	chr-odd	test-even
16	0.861926959359037	-0.0162172514307634	-0.0190237673389069	-0.0134104799607592	UK10K	ALL	sds	chr-odd	test-even
17	0.861927679862152	-0.000848823842247793	-0.00365619715223513	0.00195856284755987	UK10K	ALL	sds	chr-odd	test-even
18	0.862539385872812	0.0247326897959804	0.0219268302432893	0.0275381597310098	UK10K	ALL	sds	chr-odd	test-even
19	0.862596085228941	-0.00752989546959593	-0.0103370589740814	-0.00472261327969691	UK10K	ALL	sds	chr-odd	test-even
20	0.862711300397571	0.010733835680779	0.00792669252094596	0.0135408096649333	UK10K	ALL	sds	chr-odd	test-even
21	0.862739810442614	0.00533947677971643	0.00253213271365636	0.00814673668313744	UK10K	ALL	sds	chr-odd	test-even
22	0.86286134106443	-0.0110240926659048	-0.0138310466336671	-0.00821696494882899	UK10K	ALL	sds	chr-odd	test-even
23	0.862868589781461	0.00269234652215588	-0.000115036369945905	0.0054996869756788	UK10K	ALL	sds	chr-odd	test-even
24	0.862937041462182	0.00827355615399788	0.00546630109734713	0.0110806808052669	UK10K	ALL	sds	chr-odd	test-even
25	0.862947408670757	0.00321981373583043	0.000412435441330652	0.0060271412776162	UK10K	ALL	sds	chr-odd	test-even
26	0.862954082118988	0.00258330202852732	-0.000224081619189005	0.00539064495647409	UK10K	ALL	sds	chr-odd	test-even
27	0.862966419345491	0.00351243470835354	0.000705059638161902	0.00631975441346581	UK10K	ALL	sds	chr-odd	test-even
28	0.862998028150869	-0.0056221662465589	-0.00842941522291243	-0.00281482865199392	UK10K	ALL	sds	chr-odd	test-even
29	0.863023065262226	-0.00500370798126185	-0.00781098028052932	-0.00219635681158276	UK10K	ALL	sds	chr-odd	test-even
30	0.863030650908216	0.00275420651027047	-5.31759234972919e-05	0.00556154553039521	UK10K	ALL	sds	chr-odd	test-even
31	0.863064564988689	0.00582358345108891	0.00301625074123745	0.00863082436814428	UK10K	ALL	sds	chr-odd	test-even
32	0.863107584519328	-0.0065589263759584	-0.00936613593604428	-0.00375161343335651	UK10K	ALL	sds	chr-odd	test-even
33	0.863206064553959	0.00992371079773594	0.0071165270390635	0.0127307381464671	UK10K	ALL	sds	chr-odd	test-even
34	0.863273367736242	0.00820385412649011	0.00539659639479878	0.0110109825512743	UK10K	ALL	sds	chr-odd	test-even
35	0.863305029422718	0.00562686951062431	0.00281953202752408	0.00843411830138357	UK10K	ALL	sds	chr-odd	test-even
36	0.863310022494628	0.00223452106665274	-0.000572864549620637	0.00504187146082093	UK10K	ALL	sds	chr-odd	test-even
37	0.863356019056117	-0.00678207660309228	-0.0095892760470334	-0.0039747702596351	UK10K	ALL	sds	chr-odd	test-even
38	0.863401244330048	-0.00672497269734423	-0.00953217475661362	-0.00391766463855235	UK10K	ALL	sds	chr-odd	test-even
39	0.86340429165028	0.00174565445143745	-0.00106173277442213	0.00455301416100047	UK10K	ALL	sds	chr-odd	test-even
40	0.863428241485645	-0.0048938575288227	-0.00770113374610904	-0.00208650417254688	UK10K	ALL	sds	chr-odd	test-even
1	0.599114683570666	-0.774024988983344	-0.775147986957365	-0.772897099868054	UK10K	ALL	sds	chr-odd	test-odd
2	0.61049296409606	0.106669035213345	0.103892764994176	0.109443643162475	UK10K	ALL	sds	chr-odd	test-odd
3	0.637573654268088	0.164562099119985	0.161829480485239	0.167292194042913	UK10K	ALL	sds	chr-odd	test-odd
4	0.819850326153274	0.426938729115971	0.424640312527085	0.429231642627906	UK10K	ALL	sds	chr-odd	test-odd
5	0.824106709348931	-0.0652409665877124	-0.0680358874077746	-0.0624450217652917	UK10K	ALL	sds	chr-odd	test-odd
6	0.825479237609784	-0.0370476429296684	-0.0398508801862921	-0.0342438225004311	UK10K	ALL	sds	chr-odd	test-odd
7	0.831737876726344	0.0791115541644989	0.0763211227850689	0.0819007463298777	UK10K	ALL	sds	chr-odd	test-odd
8	0.83283141050556	0.0330686185249579	0.0302640461027557	0.0358726702635524	UK10K	ALL	sds	chr-odd	test-odd
9	0.832833755475837	-0.00153132870818829	-0.00433869207864962	0.00127605880022568	UK10K	ALL	sds	chr-odd	test-odd
10	0.839743450069322	0.0831245701185331	0.0803359354845493	0.0859119035310985	UK10K	ALL	sds	chr-odd	test-odd
11	0.839906519178755	-0.012769857973067	-0.0155766815736678	-0.0099628331167304	UK10K	ALL	sds	chr-odd	test-odd
12	0.844135852038798	0.0650333259400423	0.0622373067935295	0.0678283243155319	UK10K	ALL	sds	chr-odd	test-odd
13	0.844175616886049	0.00630593645747435	0.00349861637147832	0.00911315714828568	UK10K	ALL	sds	chr-odd	test-odd
14	0.844332068560048	-0.0125080647141635	-0.0153149089550275	-0.00970102334217778	UK10K	ALL	sds	chr-odd	test-odd
15	0.844335936510994	0.00196671117414871	-0.000840675490086627	0.00477406683765335	UK10K	ALL	sds	chr-odd	test-odd
16	0.84467569032334	-0.0184324097575122	-0.0212386927453969	-0.0156258363221802	UK10K	ALL	sds	chr-odd	test-odd
17	0.844755166937466	-0.00891496500968652	-0.0117220536561034	-0.00610773584973772	UK10K	ALL	sds	chr-odd	test-odd
18	0.844786587495507	-0.005605405737359	-0.0084126553740847	-0.00279806774658921	UK10K	ALL	sds	chr-odd	test-odd
19	0.844787581457144	-0.000996974251419905	-0.00380434562608982	0.0018104128383278	UK10K	ALL	sds	chr-odd	test-odd
20	0.844792834664107	0.00229199006593798	-0.000515395272974313	0.00509933927688737	UK10K	ALL	sds	chr-odd	test-odd
21	0.84513686184049	-0.018547972477306	-0.0213542425579266	-0.0157414101295158	UK10K	ALL	sds	chr-odd	test-odd
22	0.845149165130909	-0.00350760435332118	-0.00631492419169753	-0.000700229226002507	UK10K	ALL	sds	chr-odd	test-odd
23	0.845172739289721	-0.00485532073436613	-0.00766259831008543	-0.00204796662706137	UK10K	ALL	sds	chr-odd	test-odd
24	0.84529036971942	-0.010845753009145	-0.0136527193314039	-0.00803861574769435	UK10K	ALL	sds	chr-odd	test-odd
25	0.845317784071585	0.00523587044643742	0.00242852412092287	0.00804313424230054	UK10K	ALL	sds	chr-odd	test-odd
26	0.845403298836031	0.00924741953214156	0.00644020470394361	0.0120544886076942	UK10K	ALL	sds	chr-odd	test-odd
27	0.845407287922738	-0.00199727428826917	-0.00480462937078018	0.000810112276726727	UK10K	ALL	sds	chr-odd	test-odd
28	0.845491226600374	0.00916180996223183	0.00635459138416846	0.0119688841367523	UK10K	ALL	sds	chr-odd	test-odd
29	0.845509719143524	-0.004300294099975	-0.00710759031571081	-0.00149293010087	UK10K	ALL	sds	chr-odd	test-odd
30	0.845543226851239	0.00578858541958999	0.00298125184462427	0.00859582775337037	UK10K	ALL	sds	chr-odd	test-odd
31	0.84560801815997	0.00804930868031442	0.00524204511474188	0.0108564453745642	UK10K	ALL	sds	chr-odd	test-odd
32	0.845622566361312	0.00381421178277781	0.00100684054136989	0.00662152290245005	UK10K	ALL	sds	chr-odd	test-odd
33	0.845842748448462	-0.0148385335820022	-0.0176451805516915	-0.0120316527671585	UK10K	ALL	sds	chr-odd	test-odd
34	0.845913235554861	-0.0083956573539015	-0.0112027753291369	-0.00558840704903021	UK10K	ALL	sds	chr-odd	test-odd
35	0.845920514877979	-0.00269802448221647	-0.0055053648050672	0.000109358368711644	UK10K	ALL	sds	chr-odd	test-odd
36	0.846059564470445	-0.0117919265485578	-0.0145988252851898	-0.00898484196413724	UK10K	ALL	sds	chr-odd	test-odd
37	0.846087686041942	0.00530297743358405	0.00249563256466703	0.00811023871514457	UK10K	ALL	sds	chr-odd	test-odd
38	0.846113393968259	0.00507029959175064	0.00226294978057844	0.00787756948292172	UK10K	ALL	sds	chr-odd	test-odd
39	0.846113426548302	-0.000180502294668449	-0.0029878828031977	0.00262688105908004	UK10K	ALL	sds	chr-odd	test-odd
40	0.846175067669711	0.00785118548963619	0.00504391464135028	0.0106583325889809	UK10K	ALL	sds	chr-odd	test-odd
1	0.671507930765074	-0.819455874812716	-0.820375960860863	-0.818531545639968	UK10K	ALL	sds	chr-odd	test-all
2	0.687822213936228	0.127727390958992	0.124964818768762	0.130487982655429	UK10K	ALL	sds	chr-odd	test-all
3	0.716366665213867	0.168951012875197	0.166222471839234	0.171676966789462	UK10K	ALL	sds	chr-odd	test-all
4	0.901664804733108	0.430462712244016	0.428172765567718	0.432747130922012	UK10K	ALL	sds	chr-odd	test-all
5	0.905290900843823	-0.0602170790035617	-0.0630138083940879	-0.0574194038658308	UK10K	ALL	sds	chr-odd	test-all
6	0.907042446429846	-0.0418514645594676	-0.0446536000944394	-0.0390486704842253	UK10K	ALL	sds	chr-odd	test-all
7	0.913147783868083	0.0781366516840297	0.0753457974727043	0.0809262817634951	UK10K	ALL	sds	chr-odd	test-all
8	0.914392127701832	0.0352752545742971	0.0324710881997785	0.0380788656043637	UK10K	ALL	sds	chr-odd	test-all
9	0.914400586964401	-0.00290848020139393	-0.00571581555313655	-0.000101099004283356	UK10K	ALL	sds	chr-odd	test-all
10	0.921030810169608	0.0814261798601563	0.0786367737631565	0.0842143109634225	UK10K	ALL	sds	chr-odd	test-all
11	0.921177462786273	-0.0121100280212356	-0.0149169029068082	-0.00930296227585696	UK10K	ALL	sds	chr-odd	test-all
12	0.925293417054564	0.0641557082343492	0.0613593776235957	0.0669510317346184	UK10K	ALL	sds	chr-odd	test-all
13	0.925365334728305	0.0084804277358333	0.00567318077918307	0.0112875410269156	UK10K	ALL	sds	chr-odd	test-all
14	0.925524671709161	-0.012622875532333	-0.01542971076867	-0.00981584135599279	UK10K	ALL	sds	chr-odd	test-all
15	0.925525472046078	-0.000894615059738338	-0.00370198778470457	0.00191277176684382	UK10K	ALL	sds	chr-odd	test-all
16	0.92584701591592	-0.0179316417155337	-0.0207379797681513	-0.0151250211011401	UK10K	ALL	sds	chr-odd	test-all
17	0.925868879599548	-0.00467586105922262	-0.00748314485112255	-0.00186850356432921	UK10K	ALL	sds	chr-odd	test-all
18	0.926001073399504	0.0114975548490222	0.00869045333711951	0.0143044751513672	UK10K	ALL	sds	chr-odd	test-all
19	0.926023839223234	-0.0047713524068459	-0.00757863291359572	-0.00196399669199352	UK10K	ALL	sds	chr-odd	test-all
20	0.926075836276733	0.00721090101574831	0.00440360813870197	0.0100180802348034	UK10K	ALL	sds	chr-odd	test-all
21	0.926107964247175	-0.00566815716377054	-0.00847540431995803	-0.00286082066449585	UK10K	ALL	sds	chr-odd	test-all
22	0.926171138218807	-0.00794820534830913	-0.0107553473798706	-0.00514093803878938	UK10K	ALL	sds	chr-odd	test-all
23	0.926171691745866	-0.000743991698126648	-0.00355136630310392	0.00206339463422727	UK10K	ALL	sds	chr-odd	test-all
24	0.926171829279163	-0.000370851522868662	-0.00317823023654925	0.00243653303646492	UK10K	ALL	sds	chr-odd	test-all
25	0.926190329382633	0.00430117336838315	0.00149380938358073	0.00710846955595742	UK10K	ALL	sds	chr-odd	test-all
26	0.926224239609066	0.00582324900327144	0.00301591628512023	0.00863048993389785	UK10K	ALL	sds	chr-odd	test-all
27	0.926225380574873	0.0010681555537549	-0.00173923168432083	0.00387552595474068	UK10K	ALL	sds	chr-odd	test-all
28	0.926226578030645	0.00109428802787854	-0.00171309925751288	0.00390165806426082	UK10K	ALL	sds	chr-odd	test-all
29	0.926250399381144	-0.00488071031879271	-0.00768798700045901	-0.00207335670535877	UK10K	ALL	sds	chr-odd	test-all
30	0.926268845918361	0.0042949445398027	0.00148758045377285	0.00710224092678266	UK10K	ALL	sds	chr-odd	test-all
31	0.926319420301434	0.00711157079244764	0.00430427470423876	0.00991875478814557	UK10K	ALL	sds	chr-odd	test-all
32	0.926323241703262	-0.00195483931483641	-0.0047621952026065	0.000852547386532914	UK10K	ALL	sds	chr-odd	test-all
33	0.926324944454244	-0.00130489483731944	-0.00411226179531896	0.00150249268942527	UK10K	ALL	sds	chr-odd	test-all
34	0.9263254936559	0.000741084043392346	-0.00206630227816767	0.00354845868340837	UK10K	ALL	sds	chr-odd	test-all
35	0.926329284307822	0.00194695721002711	-0.000860429515559542	0.00475431324625704	UK10K	ALL	sds	chr-odd	test-all
36	0.926347486714331	-0.00426642503218016	-0.0070737223293832	-0.00145906048544946	UK10K	ALL	sds	chr-odd	test-all
37	0.926349398012699	-0.001382497296534	-0.00418986305745132	0.00142489025635298	UK10K	ALL	sds	chr-odd	test-all
38	0.926351527417369	-0.00145924675558098	-0.00426661129931755	0.00134814078990334	UK10K	ALL	sds	chr-odd	test-all
39	0.926352360332258	0.000912638597659163	-0.00189474827952882	0.00372001108913072	UK10K	ALL	sds	chr-odd	test-all
40	0.926353160182326	0.000894342779772891	-0.00191304404603078	0.00370171550825253	UK10K	ALL	sds	chr-odd	test-all
1	0.635706052103808	0.797311765938398	0.796286759325643	0.798332194134318	UK10K	ALL	sds	chr-all	test-even
2	0.654140758977416	0.135774482927982	0.133017803413571	0.138529061711424	UK10K	ALL	sds	chr-all	test-even
3	0.679833760566341	-0.160290346944147	-0.163024368614108	-0.157553863567494	UK10K	ALL	sds	chr-all	test-even
4	0.841515145601723	0.402096246589271	0.39974010629845	0.404447073477738	UK10K	ALL	sds	chr-all	test-even
5	0.844189102694667	-0.0517103220480543	-0.0545097908500628	-0.0489100403267428	UK10K	ALL	sds	chr-all	test-even
6	0.846017829130102	-0.0427636089684561	-0.045565520677746	-0.0399610244181658	UK10K	ALL	sds	chr-all	test-even
7	0.85115293365816	-0.0716596467743357	-0.0744520508308581	-0.0688661189623607	UK10K	ALL	sds	chr-all	test-even
8	0.852345184043032	0.0345289789308058	0.0317246721721229	0.0373327420654308	UK10K	ALL	sds	chr-all	test-even
9	0.852359851010776	-0.00382974648148177	-0.00663705714535988	-0.00102237545100854	UK10K	ALL	sds	chr-all	test-even
10	0.857852585938665	0.0741129882012104	0.071320445357999	0.0769043692338399	UK10K	ALL	sds	chr-all	test-even
11	0.857966823319147	-0.0106881884368872	-0.0134951655258763	-0.00788104289149952	UK10K	ALL	sds	chr-all	test-even
12	0.861417769118183	-0.0587447400981582	-0.0615419726846464	-0.0559465847262903	UK10K	ALL	sds	chr-all	test-even
13	0.861506092003212	-0.00939801938516274	-0.0122050793910205	-0.00659081125340514	UK10K	ALL	sds	chr-all	test-even
14	0.861645716083517	0.0118162636312109	0.00900918046804153	0.0146231605631317	UK10K	ALL	sds	chr-all	test-even
15	0.861654549977898	-0.00297218520089519	-0.00577951899885162	-0.000164804553428479	UK10K	ALL	sds	chr-all	test-even
16	0.861909182507102	-0.0159572127413068	-0.0187637541853992	-0.0131504198311059	UK10K	ALL	sds	chr-all	test-even
17	0.861995801804514	0.00930694771895275	0.00649973552246188	0.0121140132247104	UK10K	ALL	sds	chr-all	test-even
18	0.862437954435347	0.0210274235001121	0.0182211171066867	0.0238333985892769	UK10K	ALL	sds	chr-all	test-even
19	0.86245921073438	0.00461045645608342	0.00180309777153579	0.00741774246852976	UK10K	ALL	sds	chr-all	test-even
20	0.862670510360348	0.0145361429255825	0.0117292395557234	0.0173428172137221	UK10K	ALL	sds	chr-all	test-even
21	0.862684678286012	0.00376403568989715	0.000956663776439993	0.00657134827249966	UK10K	ALL	sds	chr-all	test-even
22	0.863086445507294	-0.0200441345852019	-0.022850230790061	-0.0172377225558438	UK10K	ALL	sds	chr-all	test-even
23	0.863088178530275	0.00131644209920113	-0.00149094543357491	0.00412380888121588	UK10K	ALL	sds	chr-all	test-even
24	0.863151285025501	-0.00794395894266367	-0.0107511011971399	-0.00513669147715168	UK10K	ALL	sds	chr-all	test-even
25	0.863161334758513	0.00317013115268546	0.000362752358492052	0.0059774599772769	UK10K	ALL	sds	chr-all	test-even
26	0.863182522606512	0.00460302406694825	0.0017956652487316	0.00741031033021133	UK10K	ALL	sds	chr-all	test-even
27	0.863231617897584	0.00700680268570324	0.00419950327056847	0.0098139916595176	UK10K	ALL	sds	chr-all	test-even
28	0.863298199066538	-0.00815972911502091	-0.0109668599145372	-0.00535246970399094	UK10K	ALL	sds	chr-all	test-even
29	0.863307073093985	-0.00297893100912514	-0.0057862646412149	-0.000171550421195179	UK10K	ALL	sds	chr-all	test-even
30	0.86336873310646	0.00785238968276738	0.00504511887808007	0.0106595367195356	UK10K	ALL	sds	chr-all	test-even
31	0.863368738304694	-7.20988435199253e-05	-0.00287948028329289	0.00273528373273179	UK10K	ALL	sds	chr-all	test-even
32	0.86341427764758	0.00674828557149199	0.00394097821077997	0.00955548656525566	UK10K	ALL	sds	chr-all	test-even
33	0.863424372927474	0.00317730411524101	0.000369925392335224	0.00598463275548236	UK10K	ALL	sds	chr-all	test-even
34	0.863456814300326	0.00569573786749512	0.00288840203076168	0.00850298392643468	UK10K	ALL	sds	chr-all	test-even
35	0.863553714986123	-0.00984381501439024	-0.0126508474264083	-0.00703662745144211	UK10K	ALL	sds	chr-all	test-even
36	0.863576570590219	0.0047807559188897	0.00197340038209613	0.0075880360993653	UK10K	ALL	sds	chr-all	test-even
37	0.863600875656477	0.00493001703750228	0.00212266439350832	0.00773729197257335	UK10K	ALL	sds	chr-all	test-even
38	0.863600992708697	0.000342128626376708	-0.00246525576407202	0.00314950762392518	UK10K	ALL	sds	chr-all	test-even
39	0.863611304777779	0.00321123934130537	0.000403860959577156	0.00601856710547176	UK10K	ALL	sds	chr-all	test-even
40	0.863641033373278	-0.00545239572638266	-0.00825965131885464	-0.00264505419150972	UK10K	ALL	sds	chr-all	test-even
1	0.599114683570666	0.774024988983344	0.772897099868054	0.775147986957365	UK10K	ALL	sds	chr-all	test-odd
2	0.61049296409606	0.106669035213345	0.103892764994176	0.109443643162475	UK10K	ALL	sds	chr-all	test-odd
3	0.637573654268882	-0.164562099117793	-0.167292194040723	-0.161829480483045	UK10K	ALL	sds	chr-all	test-odd
4	0.81985032615259	0.426938729023886	0.424640312434779	0.429231642536042	UK10K	ALL	sds	chr-all	test-odd
