PC	r2	rho	lc	up	test	gwas	contrast	chrtype_gwas	chrtype_test
5	0.824106709401121	-0.065240966146688	-0.0680358869669152	-0.0624450213241092	UK10K	ALL	sds	chr-all	test-odd
6	0.825479254073672	-0.0370478679198452	-0.039851105127902	-0.0342440475356428	UK10K	ALL	sds	chr-all	test-odd
7	0.831737889906375	-0.0791115430558171	-0.0819007352262162	-0.0763211116715386	UK10K	ALL	sds	chr-all	test-odd
8	0.83283141476698	0.0330684866780331	0.0302639142323866	0.0358725384421435	UK10K	ALL	sds	chr-all	test-odd
9	0.832833753076804	-0.00152915206965928	-0.00433651547597684	0.00127823544030126	UK10K	ALL	sds	chr-all	test-odd
10	0.839743561476709	0.0831252584332294	0.0803366241151857	0.0859125915192301	UK10K	ALL	sds	chr-all	test-odd
11	0.8399064235954	-0.012761743939486	-0.0155685681855901	-0.00995471856548339	UK10K	ALL	sds	chr-all	test-odd
12	0.844134632271138	-0.065024666559803	-0.0678196681643844	-0.0622286443189628	UK10K	ALL	sds	chr-all	test-odd
13	0.84417763735904	-0.00655782151154782	-0.00936503112102536	-0.00375050853696778	UK10K	ALL	sds	chr-all	test-odd
14	0.844331278827628	0.0123952200586154	0.00958817168633902	0.0152020730776889	UK10K	ALL	sds	chr-all	test-odd
15	0.84433667703132	0.00232340496986846	-0.000483980209587839	0.00513075352618332	UK10K	ALL	sds	chr-all	test-odd
16	0.844678721070669	-0.0184944362839967	-0.0213007123534251	-0.0156878687904098	UK10K	ALL	sds	chr-all	test-odd
17	0.844694513314129	0.0039739444240629	0.00116657541621602	0.00678125079245695	UK10K	ALL	sds	chr-all	test-odd
18	0.84469886818937	-0.00208683591438829	-0.00489418926416284	0.00072055032959438	UK10K	ALL	sds	chr-all	test-odd
19	0.844701642417354	-0.00166560016606071	-0.00447296127320699	0.00114178719551446	UK10K	ALL	sds	chr-all	test-odd
20	0.844709010732129	-0.00271446950104365	-0.00552180944440848	9.29132296122132e-05	UK10K	ALL	sds	chr-all	test-odd
21	0.844738614079651	0.00544090091272448	0.00263355911691108	0.00824815694731109	UK10K	ALL	sds	chr-all	test-odd
22	0.844745841367301	0.00268835898918987	-0.000119023931719261	0.00549569953437342	UK10K	ALL	sds	chr-all	test-odd
23	0.844867081211729	-0.0110108976377352	-0.0138178525257014	-0.00820376920837042	UK10K	ALL	sds	chr-all	test-odd
24	0.844961208554766	0.00970192555320945	0.00689473132247928	0.0125089668689421	UK10K	ALL	sds	chr-all	test-odd
25	0.844966302280667	0.00225692798064208	-0.000550457529695006	0.0050642779156839	UK10K	ALL	sds	chr-all	test-odd
26	0.845017893533164	-0.00718270673495682	-0.00998988731546314	-0.00437541294081063	UK10K	ALL	sds	chr-all	test-odd
27	0.845044887266263	0.00519554897438248	0.00238820178582722	0.00800281426881323	UK10K	ALL	sds	chr-all	test-odd
28	0.845089369091163	-0.00666947039569209	-0.00947667497939241	-0.00386216068722256	UK10K	ALL	sds	chr-all	test-odd
29	0.845139919518245	-0.00710988281959741	-0.00991706689598878	-0.00430258667729822	UK10K	ALL	sds	chr-all	test-odd
30	0.845147405867496	-0.00273611860567701	-0.00554345804715106	7.12639643307157e-05	UK10K	ALL	sds	chr-all	test-odd
31	0.845251424476107	0.0101989512149552	0.00739178083642243	0.013005960846308	UK10K	ALL	sds	chr-all	test-odd
32	0.845258983441074	0.00274935831299327	-5.80241574718222e-05	0.0055566974462347	UK10K	ALL	sds	chr-all	test-odd
33	0.845298969897487	-0.00632348702641544	-0.00913070695665904	-0.00351616742437435	UK10K	ALL	sds	chr-all	test-odd
34	0.845505508055827	-0.0143714305077122	-0.0171781194602671	-0.0115645150681376	UK10K	ALL	sds	chr-all	test-odd
35	0.845745848122961	0.0155029048050672	0.0126960753483689	0.0183094899515004	UK10K	ALL	sds	chr-all	test-odd
36	0.845777818765655	-0.00565425637064156	-0.00846150407822799	-0.0028469195390621	UK10K	ALL	sds	chr-all	test-odd
37	0.84597503334656	-0.0140433101842938	-0.0168500278956188	-0.0112363711549079	UK10K	ALL	sds	chr-all	test-odd
38	0.846018118898543	-0.0065639591014229	-0.00937116843644008	-0.00375664630457019	UK10K	ALL	sds	chr-all	test-odd
39	0.846036019229929	0.00423087640987062	0.00142351129528565	0.00703817483524297	UK10K	ALL	sds	chr-all	test-odd
40	0.846104020062272	-0.00824626370321172	-0.0110533898352835	-0.00543900759587533	UK10K	ALL	sds	chr-all	test-odd
1	0.671507930765074	0.819455874812716	0.818531545639968	0.820375960860863	UK10K	ALL	sds	chr-all	test-all
2	0.687822213936228	0.127727390958992	0.124964818768762	0.130487982655429	UK10K	ALL	sds	chr-all	test-all
3	0.716366665213578	-0.168951012869134	-0.171676966783405	-0.166222471833166	UK10K	ALL	sds	chr-all	test-all
4	0.90166480472859	0.430462712139942	0.428172765463393	0.43274713081819	UK10K	ALL	sds	chr-all	test-all
5	0.9052909009388	-0.060217078963465	-0.0630138083540051	-0.0574194038257208	UK10K	ALL	sds	chr-all	test-all
6	0.907042451275844	-0.0418515250866424	-0.0446536606069166	-0.0390487310251484	UK10K	ALL	sds	chr-all	test-all
7	0.913147811672709	-0.0781368086571613	-0.0809264386665456	-0.075345954513488	UK10K	ALL	sds	chr-all	test-all
8	0.914392171149118	0.0352754794763074	0.0324713131445673	0.0380790904600637	UK10K	ALL	sds	chr-all	test-all
9	0.91440062301426	-0.00290720786885596	-0.00571454325139911	-9.98266609998601e-05	UK10K	ALL	sds	chr-all	test-all
10	0.921030732800573	0.0814254869899868	0.0786360805815705	0.0842136184153739	UK10K	ALL	sds	chr-all	test-all
11	0.921177301096965	-0.0121065389911105	-0.0149134141413699	-0.00929947303601782	UK10K	ALL	sds	chr-all	test-all
12	0.925290595855906	-0.0641349614948981	-0.0669302926287685	-0.0613386235735331	UK10K	ALL	sds	chr-all	test-all
13	0.925362047810249	-0.00845291991225545	-0.011260034727758	-0.00564567186469164	UK10K	ALL	sds	chr-all	test-all
14	0.925520274955377	0.0125788375576796	0.00977180061255568	0.0153856762566309	UK10K	ALL	sds	chr-all	test-all
15	0.925520642361807	-0.000606138983854616	-0.00341351519780544	0.00220124678453278	UK10K	ALL	sds	chr-all	test-all
16	0.92583791705899	-0.0178122100705565	-0.0206185610480307	-0.0150055784120782	UK10K	ALL	sds	chr-all	test-all
17	0.925889558932079	0.00718622681067862	0.00437893313078914	0.00999340722145062	UK10K	ALL	sds	chr-all	test-all
18	0.926011316032792	0.0110343577560537	0.00822723059378029	0.0138413110072663	UK10K	ALL	sds	chr-all	test-all
19	0.926014744068561	0.00185149672476876	-0.000955890266419382	0.00465885453130726	UK10K	ALL	sds	chr-all	test-all
20	0.926064166561616	0.00703010727839772	0.00422280859797353	0.00983729515021043	UK10K	ALL	sds	chr-all	test-all
21	0.926086336783996	0.00470853190812275	0.00190117501648007	0.00751581458182231	UK10K	ALL	sds	chr-all	test-all
22	0.926190167189448	-0.0101897233341021	-0.0129967335663495	-0.00738255250008658	UK10K	ALL	sds	chr-all	test-all
23	0.926209737843976	-0.00442387441707437	-0.00723116663216623	-0.00161651247075422	UK10K	ALL	sds	chr-all	test-all
24	0.926209738305614	2.14865933351847e-05	-0.00278589559731872	0.00282886844530048	UK10K	ALL	sds	chr-all	test-all
25	0.926217989072441	0.00287241446617937	6.50329679972527e-05	0.00567975068747582	UK10K	ALL	sds	chr-all	test-all
26	0.926218546009708	-0.000746284150089644	-0.0035536587274082	0.00206110219074094	UK10K	ALL	sds	chr-all	test-all
27	0.926260098942401	0.00644615595560839	0.00363883978443983	0.00925337052161166	UK10K	ALL	sds	chr-all	test-all
28	0.926320905066317	-0.0077978288822216	-0.0106049787460982	-0.00499055611029825	UK10K	ALL	sds	chr-all	test-all
29	0.926346351872792	-0.00504448323558263	-0.00785175406328397	-0.00223713289478667	UK10K	ALL	sds	chr-all	test-all
30	0.926356596618679	0.0032007422315455	0.000393363743590846	0.00600807026739693	UK10K	ALL	sds	chr-all	test-all
31	0.926379189735978	0.00475322168128044	0.00194586562451794	0.00756050281571172	UK10K	ALL	sds	chr-all	test-all
32	0.926405696850063	0.00514850717869816	0.00234115899479839	0.00795577420992376	UK10K	ALL	sds	chr-all	test-all
33	0.926407035607879	-0.0011570498638656	-0.00396441900892439	0.00165033751950007	UK10K	ALL	sds	chr-all	test-all
34	0.926419294298915	-0.00350123615022802	-0.00630855616409575	-0.0006938609477949	UK10K	ALL	sds	chr-all	test-all
35	0.926422059411302	0.00166286232141195	-0.00114452504416831	0.00447022347571904	UK10K	ALL	sds	chr-all	test-all
36	0.926422064854822	7.37827392597017e-05	-0.00273359984957384	0.0028811641650716	UK10K	ALL	sds	chr-all	test-all
37	0.926436387552574	-0.0037845335857598	-0.00659184557243502	-0.000977161945139749	UK10K	ALL	sds	chr-all	test-all
38	0.926444740524675	-0.00289015131968111	-0.00569748711425026	-8.27699686509984e-05	UK10K	ALL	sds	chr-all	test-all
39	0.926459362266061	0.00382383669105699	0.00101646558017921	0.00663114752849035	UK10K	ALL	sds	chr-all	test-all
40	0.926508251076339	-0.00699205553865693	-0.0097992452082427	-0.00418475566017273	UK10K	ALL	sds	chr-all	test-all
